"Date","Passage"
"2026-11-23","1 Sa 21-23; Luk 16; Ps 84; Pro 22","98"
"2026-11-24","1 Sa 24-26; Ps 85; Pro 23","91"
"2026-11-25","1 Sa 27-29; Luk 17; Ps 86; Pro 24","85"
"2026-11-26","1 Sa 30-31; 2 Sa 1; Luk 18; Ps 87; Pro 25","114"
"2026-11-27","2 Sa 2-4; Ps 88; Pro 26","83"
"2026-11-28","2 Sa 5-7; Luk 19; Ps 89; Pro 27","125"
"2026-11-29","2 Sa 8-10; Luk 20; Ps 90; Pro 28","97"
"2026-11-30","2 Sa 11-13; Luk 21; Ps 91; Pro 29","135"
"2026-12-01","2 Sa 14-16; Ps 92; Pro 30","93"
"2026-12-02","2 Sa 17-19; Luk 22; Ps 93; Pro 31","176"
"2026-12-03","2 Sa 20-22; Luk 23; Ps 94; Pro 1","155"
"2026-12-04","2 Sa 23-24; 1 Kgs 1-2; Ps 95; Pro 2","163"
"2026-12-05","1 Kgs 3-5; Luk 24; Ps 96; Pro 3","133"
"2026-12-06","1 Kgs 6-8; John 1; Ps 97; Pro 4","206"
"2026-12-07","1 Kgs 9-11; John 2; Ps 98; Pro 5","125"
"2026-12-08","1 Kgs 12-14; Ps 99; Pro 6","98"
"2026-12-09","1 Kgs 15-17; John 3; Ps 100; Pro 7","128"
"2026-12-10","1 Kgs 18-20; John 4; Ps 101; Pro 8","164"
"2026-12-11","1 Kgs 21-22; 2 Kgs 1; Ps 102; Pro 9","100"
"2026-12-12","2 Kgs 2-4; John 5; Ps 103; Pro 10","143"
"2026-12-13","2 Kgs 5-7; John 6; Ps 104; Pro 11","151"
"2026-12-14","2 Kgs 8-10; John 7; Ps 105; Pro 12","155"
"2026-12-15","2 Kgs 11-14; Ps 106; Pro 13","96"
"2026-12-16","2 Kgs 15-17; John 8; Ps 107; Pro 14","158"
"2026-12-17","2 Kgs 18-20; John 9; Ps 108; Pro 15","136"
"2026-12-18","2 Kgs 21-23; Ps 109; Pro 16","83"
"2026-12-19","2 Kgs 24-25; 1 Chr 1; John 10; Ps 110; Pro 17","146"
"2026-12-20","1 Chr 2-4; John 11; Ps 111; Pro 18","179"
"2026-12-21","1 Chr 5-7; John 12; Ps 112; Pro 19","197"
"2026-12-22","1 Chr 8-10; Ps 113; Pro 20","98"
"2026-12-23","1 Chr 11-13; John 13; Ps 114; Pro 21","139"
"2026-12-24","1 Chr 14-16; John 14; Ps 115; Pro 22","120"
"2026-12-25","1 Chr 17-19; Ps 116; Pro 23","63"
"2026-12-26","1 Chr 20-22; John 15; Ps 117; Pro 24","84"
"2026-12-27","1 Chr 23-26; John 16; Ps 118; Pro 25","159"
"2026-12-28","1 Chr 27-29; John 17; Ps 119; Pro 26","111"
"2026-12-29","2 Chr 1-3; Ps 120; Pro 27","52"
"2026-12-30","2 Chr 4-6; John 18; Ps 121; Pro 28","118"
"2026-12-31","2 Chr 7-9; John 19; Ps 122; Pro 29","113"
"2027-01-01","2 Chr 10-12; Ps 123; Pro 30","58"
"2027-01-02","2 Chr 13-15; John 20; Ps 124; Pro 31","87"
"2027-01-03","2 Chr 16-18; John 21; Ps 125; Pro 1","92"
"2027-01-04","2 Chr 19-21; Acts 1; Ps 126; Pro 2","94"
"2027-01-05","2 Chr 22-24; Ps 127; Pro 3","60"
"2027-01-06","2 Chr 25-27; Acts 2; Ps 128; Pro 4","107"
"2027-01-07","2 Chr 28-30; Acts 3; Ps 129; Pro 5","116"
"2027-01-08","2 Chr 31-34; Ps 130; Pro 6","112"
"2027-01-09","2 Chr 35-36; Ezr 1; Acts 4; Ps 131; Pro 7","98"
"2027-01-10","Ezr 2-4; Acts 5; Ps 132; Pro 8","149"
"2027-01-11","Ezr 5-7; Acts 6; Ps 133; Pro 9","82"
"2027-01-12","Ezr 8-10; Ps 134; Pro 10","95"
"2027-01-13","Neh 1-3; Acts 7; Ps 135; Pro 11","123"
"2027-01-14","Neh 4-6; Acts 8; Ps 136; Pro 12","101"
"2027-01-15","Neh 7-9; Ps 137; Pro 13","129"
"2027-01-16","Neh 10-12; Acts 9; Ps 138; Pro 14","165"
"2027-01-17","Neh 13; Est 1-2; Acts 10; Ps 139; Pro 15","124"
"2027-01-18","Est 3-5; Acts 11; Ps 140; Pro 16","76"
"2027-01-19","Est 6-8; Ps 141; Pro 17","41"
"2027-01-20","Est 9-10; Job 1-2; Acts 12; Ps 142; Pro 18","95"
"2027-01-21","Job 3-5; Acts 13; Ps 143; Pro 19","126"
"2027-01-22","Job 6-8; Ps 144; Pro 20","73"
"2027-01-23","Job 9-11; Acts 14; Ps 145; Pro 21","105"
"2027-01-24","Job 12-14; Acts 15; Ps 146; Pro 22","116"
"2027-01-25","Job 15-17; Ps 147; Pro 23","73"
"2027-01-26","Job 18-20; Acts 16; Ps 148; Pro 24","119"
"2027-01-27","Job 21-23; Acts 17; Ps 149; Pro 25","115"
"2027-01-28","Job 24-26; Acts 18; Ps 150; Pro 26","73"
"2027-01-29","Job 27-29; Ps 1; Pro 27","76"
"2027-01-30","Job 30-32; Acts 19; Ps 2; Pro 28","134"
"2027-01-31","Job 33-35; Acts 20; Ps 3; Pro 29","124"
"2027-02-01","Job 36-39; Ps 4; Pro 30","128"
"2027-02-02","Job 40-42; Acts 21; Ps 5; Pro 31","115"
"2027-02-03","Ps 1-3; Acts 22; Pro 1","56"
"2027-02-04","Ps 4-6; Acts 23; Pro 2","65"
"2027-02-05","Ps 7-9; Pro 3","46"
"2027-02-06","Ps 10-12; Acts 24; Pro 4","60"
"2027-02-07","Ps 13-15; Acts 25; Pro 5","45"
"2027-02-08","Ps 16-18; Pro 6","76"
"2027-02-09","Ps 19-21; Acts 26; Pro 7","68"
"2027-02-10","Ps 22-24; Acts 27; Pro 8","91"
"2027-02-11","Ps 25-27; Acts 28; Pro 9","79"
"2027-02-12","Ps 28-31; Pro 10","56"
"2027-02-13","Ps 32-34; Rom 1; Pro 11","87"
"2027-02-14","Ps 35-37; Rom 2; Pro 12","109"
"2027-02-15","Ps 38-40; Pro 13","52"
"2027-02-16","Ps 41-43; Rom 3; Pro 14","60"
"2027-02-17","Ps 44-46; Rom 4; Pro 15","79"
"2027-02-18","Ps 47-49; Rom 5; Pro 16","64"
"2027-02-19","Ps 50-52; Pro 17","51"
"2027-02-20","Ps 53-55; Rom 6; Pro 18","59"
"2027-02-21","Ps 56-58; Rom 7; Pro 19","60"
"2027-02-22","Ps 59-61; Pro 20","37"
"2027-02-23","Ps 62-64; Rom 8; Pro 21","72"
"2027-02-24","Ps 65-68; Rom 9; Pro 22","108"
"2027-02-25","Ps 69-71; Rom 10; Pro 23","86"
"2027-02-26","Ps 72-74; Pro 24","71"
"2027-02-27","Ps 75-77; Rom 11; Pro 25","78"
"2027-02-28","Ps 78-80; Rom 12; Pro 26","125"
"2027-03-01","Ps 81-83; Pro 27","42"
"2027-03-02","Ps 84-86; Rom 13; Pro 28","56"
"2027-03-03","Ps 87-89; Rom 14; Pro 29","100"
"2027-03-04","Ps 90-92; Rom 15; Pro 30","81"
"2027-03-05","Ps 93-95; Pro 31","39"
"2027-03-06","Ps 96-98; Rom 16; Pro 1","61"
"2027-03-07","Ps 99-101; 1 Co 1; Pro 2","53"
"2027-03-08","Ps 102-105; Pro 3","130"
"2027-03-09","Ps 106-108; 1 Co 2; Pro 4","120"
"2027-03-10","Ps 109-111; 1 Co 3; Pro 5","71"
"2027-03-11","Ps 112-114; 1 Co 4; Pro 6","48"
"2027-03-12","Ps 115-117; Pro 7","39"
"2027-03-13","Ps 118-120; 1 Co 5; Pro 8","225"
"2027-03-14","Ps 121-123; 1 Co 6; Pro 9","41"
"2027-03-15","Ps 124-126; Pro 10","19"
"2027-03-16","Ps 127-129; 1 Co 7; Pro 11","59"
"2027-03-17","Ps 130-132; 1 Co 8; Pro 12","42"
"2027-03-18","Ps 133-135; 1 Co 9; Pro 13","54"
"2027-03-19","Ps 136-138; Pro 14","43"
"2027-03-20","Ps 139-142; 1 Co 10; Pro 15","87"
"2027-03-21","Ps 143-145; 1 Co 11; Pro 16","82"
"2027-03-22","Ps 146-148; Pro 17","44"
"2027-03-23","Ps 149-150; Pro 1; 1 Co 12","79"
"2027-03-24","Pro 2-4; 1 Co 13; Ps 6","97"
"2027-03-25","Pro 5-7; 1 Co 14; Ps 7","125"
"2027-03-26","Pro 8-10; Ps 8","86"
"2027-03-27","Pro 11-13; 1 Co 15; Ps 9","142"
"2027-03-28","Pro 14-16; 1 Co 16; Ps 10","125"
"2027-03-29","Pro 17-19; Ps 11","81"
"2027-03-30","Pro 20-22; 2 Co 1; Ps 12","114"
"2027-03-31","Pro 23-26; 2 Co 2; Ps 13","142"
"2027-04-01","Pro 27-29; 2 Co 3; Ps 14","100"
"2027-04-02","Pro 30-31; Ecc 1; Ps 15","82"
"2027-04-03","Ecc 2-4; 2 Co 4; Ps 16; Pro 18","82"
"2027-04-04","Ecc 5-7; 2 Co 5; Ps 17; Pro 19","82"
"2027-04-05","Ecc 8-10; Ps 18; Pro 20","55"
"2027-04-06","Ecc 11-12; Sos 1; 2 Co 6; Ps 19; Pro 21","59"
"2027-04-07","Sos 2-4; 2 Co 7; Ps 20; Pro 22","60"
"2027-04-08","Sos 5-7; Ps 21; Pro 23","42"
"2027-04-09","Sos 8; Isa 1-2; 2 Co 8; Ps 22; Pro 24","91"
"2027-04-10","Isa 3-5; 2 Co 9; Ps 23; Pro 25","77"
"2027-04-11","Isa 6-8; 2 Co 10; Ps 24; Pro 26","78"
"2027-04-12","Isa 9-12; Ps 25; Pro 27","77"
"2027-04-13","Isa 13-15; 2 Co 11; Ps 26; Pro 28","96"
"2027-04-14","Isa 16-18; 2 Co 12; Ps 27; Pro 29","56"
"2027-04-15","Isa 19-21; Ps 28; Pro 30","48"
"2027-04-16","Isa 22-24; 2 Co 13; Ps 29; Pro 31","80"
"2027-04-17","Isa 25-27; Gal 1; Ps 30; Pro 1","70"
"2027-04-18","Isa 28-30; Gal 2; Ps 31; Pro 2","107"
"2027-04-19","Isa 31-33; Ps 32; Pro 3","53"
"2027-04-20","Isa 34-36; Gal 3; Ps 33; Pro 4","78"
"2027-04-21","Isa 37-39; Gal 4; Ps 34; Pro 5","99"
"2027-04-22","Isa 40-42; Ps 35; Pro 6","85"
"2027-04-23","Isa 43-45; Gal 5; Ps 36; Pro 7","107"
"2027-04-24","Isa 46-49; Gal 6; Ps 37; Pro 8","94"
"2027-04-25","Isa 50-52; Eph 1; Ps 38; Pro 9","72"
"2027-04-26","Isa 53-55; Ps 39; Pro 10","42"
"2027-04-27","Isa 56-58; Eph 2; Ps 40; Pro 11","69"
"2027-04-28","Isa 59-61; Eph 3; Ps 41; Pro 12","75"
"2027-04-29","Isa 62-64; Ps 42; Pro 13","43"
"2027-04-30","Isa 65-66; Jer 1; Eph 4; Ps 43; Pro 14","100"
"2027-05-01","Jer 2-4; Eph 5; Ps 44; Pro 15","126"
"2027-05-02","Jer 5-7; Eph 6; Ps 45; Pro 16","119"
"2027-05-03","Jer 8-10; Ps 46; Pro 17","73"
"2027-05-04","Jer 11-13; Phil 1; Ps 47; Pro 18","97"
"2027-05-05","Jer 14-16; Phil 2; Ps 48; Pro 19","94"
"2027-05-06","Jer 17-20; Ps 49; Pro 20","83"
"2027-05-07","Jer 21-23; Phil 3; Ps 50; Pro 21","105"
"2027-05-08","Jer 24-26; Phil 4; Ps 51; Pro 22","95"
"2027-05-09","Jer 27-29; Col 1; Ps 52; Pro 23","100"
"2027-05-10","Jer 30-32; Ps 53; Pro 24","108"
"2027-05-11","Jer 33-35; Col 2; Ps 54; Pro 25","90"
"2027-05-12","Jer 36-38; Col 3; Ps 55; Pro 26","106"
"2027-05-13","Jer 39-41; Ps 56; Pro 27","52"
"2027-05-14","Jer 42-44; Col 4; Ps 57; Pro 28","83"
"2027-05-15","Jer 45-47; 1 Th 1; Ps 58; Pro 29","50"
"2027-05-16","Jer 48-50; 1 Th 2; Ps 59; Pro 30","152"
"2027-05-17","Jer 51-52; Lam 1; Ps 60; Pro 31","120"
"2027-05-18","Lam 2-5; 1 Th 3; Ps 61; Pro 1","145"
"2027-05-19","Eze 1-3; 1 Th 4; Ps 62; Pro 2","83"
"2027-05-20","Eze 4-6; Ps 63; Pro 3","48"
"2027-05-21","Eze 7-9; 1 Th 5; Ps 64; Pro 4","84"
"2027-05-22","Eze 10-12; 2 Th 1; Ps 65; Pro 5","87"
"2027-05-23","Eze 13-15; 2 Th 2; Ps 66; Pro 6","71"
"2027-05-24","Eze 16-18; Ps 67; Pro 7","119"
"2027-05-25","Eze 19-21; 2 Th 3; Ps 68; Pro 8","113"
"2027-05-26","Eze 22-24; 1 Ti 1; Ps 69; Pro 9","127"
"2027-05-27","Eze 25-27; Ps 70; Pro 10","74"
"2027-05-28","Eze 28-30; 1 Ti 2; Ps 71; Pro 11","88"
"2027-05-29","Eze 31-34; 1 Ti 3; Ps 72; Pro 12","130"
"2027-05-30","Eze 35-37; 1 Ti 4; Ps 73; Pro 13","97"
"2027-05-31","Eze 38-40; Ps 74; Pro 14","101"
"2027-06-01","Eze 41-43; 1 Ti 5; Ps 75; Pro 15","98"
"2027-06-02","Eze 44-46; 1 Ti 6; Ps 76; Pro 16","101"
"2027-06-03","Eze 47-48; Dan 1; Ps 77; Pro 17","79"
"2027-06-04","Dan 2-4; 2 Ti 1; Ps 78; Pro 18","134"
"2027-06-05","Dan 5-7; 2 Ti 2; Ps 79; Pro 19","113"
"2027-06-06","Dan 8-10; 2 Ti 3; Ps 80; Pro 20","92"
"2027-06-07","Dan 11-12; Hos 1; Ps 81; Pro 21","69"
"2027-06-08","Hos 2-4; 2 Ti 4; Ps 82; Pro 22","69"
"2027-06-09","Hos 5-7; Tit 1; Ps 83; Pro 23","58"
"2027-06-10","Hos 8-11; Ps 84; Pro 24","58"
"2027-06-11","Hos 12-14; Tit 2; Ps 85; Pro 25","54"
"2027-06-12","Joe 1-3; Tit 3; Ps 86; Pro 26","88"
"2027-06-13","Amo 1-3; Phlm; Ps 87; Pro 27","71"
"2027-06-14","Amo 4-6; Ps 88; Pro 28","54"
"2027-06-15","Amo 7-9; Heb 1; Ps 89; Pro 29","60"
"2027-06-16","Oba; Jon 1-2; Heb 2; Ps 90; Pro 30","66"
"2027-06-17","Jon 3-4; Mic 1; Ps 91; Pro 31","37"
"2027-06-18","Mic 2-4; Heb 3; Ps 92; Pro 1","57"
"2027-06-19","Mic 5-7; Heb 4; Ps 93; Pro 2","67"
"2027-06-20","Nah 1-3; Ps 94; Pro 3","47"
"2027-06-21","Hab 1-3; Heb 5; Ps 95; Pro 4","70"
"2027-06-22","Zep 1-3; Hag 1; Heb 6; Ps 96; Pro 5","88"
"2027-06-23","Hag 2; Zec 1-2; Heb 7; Ps 97; Pro 6","85"
"2027-06-24","Zec 3-5; Ps 98; Pro 7","35"
"2027-06-25","Zec 6-8; Heb 8; Ps 99; Pro 8","65"
"2027-06-26","Zec 9-11; Heb 9; Ps 100; Pro 9","74"
"2027-06-27","Zec 12-14; Ps 101; Pro 10","44"
"2027-06-28","Mal 1-3; Heb 10; Ps 102; Pro 11","88"
"2027-06-29","Mal 4; Tob 1-2; Heb 11; Ps 103; Pro 12","82"
"2027-06-30","Tob 3-5; Heb 12; Ps 104; Pro 13","89"
"2027-07-01","Tob 6-8; Ps 105; Pro 14","56"
"2027-07-02","Tob 9-11; Heb 13; Ps 106; Pro 15","62"
"2027-07-03","Tob 12-14; Jam 1; Ps 107; Pro 16","82"
"2027-07-04","Jud 1-4; Ps 108; Pro 17","69"
"2027-07-05","Jud 5-7; Jam 2; Ps 109; Pro 18","103"
"2027-07-06","Jud 8-10; Jam 3; Ps 110; Pro 19","91"
"2027-07-07","Jud 11-13; Jam 4; Ps 111; Pro 20","80"
"2027-07-08","Jud 14-16; Ps 112; Pro 21","57"
"2027-07-09","AddEst 1-3; Jam 5; Ps 113; Pro 22","55"
"2027-07-10","AddEst 4-6; 1 Pe 1; Ps 114; Pro 23","68"
"2027-07-11","Wis 1-3; Ps 115; Pro 24","59"
"2027-07-12","Wis 4-6; 1 Pe 2; Ps 116; Pro 25","93"
"2027-07-13","Wis 7-9; 1 Pe 3; Ps 117; Pro 26","91"
"2027-07-14","Wis 10-12; 1 Pe 4; Ps 118; Pro 27","93"
"2027-07-15","Wis 13-16; Ps 119; Pro 28","98"
"2027-07-16","Wis 17-19; 1 Pe 5; Ps 120; Pro 29","82"
"2027-07-17","Sir 1-3; 2 Pe 1; Ps 121; Pro 30","100"
"2027-07-18","Sir 4-6; Ps 122; Pro 31","83"
"2027-07-19","Sir 7-9; 2 Pe 2; Ps 123; Pro 1","95"
"2027-07-20","Sir 10-12; 2 Pe 3; Ps 124; Pro 2","101"
"2027-07-21","Sir 13-15; 1 Jn 1; Ps 125; Pro 3","83"
"2027-07-22","Sir 16-18; Ps 126; Pro 4","93"
"2027-07-23","Sir 19-21; 1 Jn 2; Ps 127; Pro 5","116"
"2027-07-24","Sir 22-24; 1 Jn 3; Ps 128; Pro 6","112"
"2027-07-25","Sir 25-27; Ps 129; Pro 7","85"
"2027-07-26","Sir 28-30; 1 Jn 4; Ps 130; Pro 8","105"
"2027-07-27","Sir 31-34; 1 Jn 5; Ps 131; Pro 9","122"
"2027-07-28","Sir 35-37; 2 Jn; Ps 132; Pro 10","104"
"2027-07-29","Sir 38-40; Ps 133; Pro 11","89"
"2027-07-30","Sir 41-43; 3 Jn; Ps 134; Pro 12","94"
"2027-07-31","Sir 44-46; Jude; Ps 135; Pro 13","96"
"2027-08-01","Sir 47-49; Ps 136; Pro 14","70"
"2027-08-02","Sir 50; Bar 1-2; Rev 1; Ps 137; Pro 15","107"
"2027-08-03","Bar 3-5; Rev 2; Ps 138; Pro 16","112"
"2027-08-04","LetJer; S3y; Sus; Rev 3; Ps 139; Pro 17","227"
"2027-08-05","Bel; 1 Mac 1-2; Ps 140; Pro 18","176"
"2027-08-06","1 Mac 3-5; Rev 4; Ps 141; Pro 19","200"
"2027-08-07","1 Mac 6-8; Rev 5; Ps 142; Pro 20","159"
"2027-08-08","1 Mac 9-12; Ps 143; Pro 21","289"
"2027-08-09","1 Mac 13-15; Rev 6; Ps 144; Pro 22","160"
"2027-08-10","1 Mac 16; 2 Mac 1-2; Rev 7; Ps 145; Pro 23","109"
"2027-08-11","2 Mac 3-5; Rev 8; Ps 146; Pro 24","130"
"2027-08-12","2 Mac 6-8; Ps 147; Pro 25","109"
"2027-08-13","2 Mac 9-11; Rev 9; Ps 148; Pro 26","126"
"2027-08-14","2 Mac 12-14; Rev 10; Ps 149; Pro 27","128"
"2027-08-15","2 Mac 15; 1 Es 1-2; Ps 150; Pro 28","127"
"2027-08-16","1 Es 3-5; Rev 11; Ps 1; Pro 29","179"
"2027-08-17","1 Es 6-8; Rev 12; Ps 2; Pro 30","162"
"2027-08-18","1 Es 9; Man; Ps; Rev 13; Ps 3; Pro 31","95"
"2027-08-19","3 Mac 1-3; Ps 4; Pro 1","92"
"2027-08-20","3 Mac 4-7; Rev 14; Ps 5; Pro 2","156"
"2027-08-21","2 Esd 1-3; Rev 15; Ps 6; Pro 3","132"
"2027-08-22","2 Esd 4-6; Ps 7; Pro 4","167"
"2027-08-23","2 Esd 7-9; Rev 16; Ps 8; Pro 5","201"
"2027-08-24","2 Esd 10-12; Rev 17; Ps 9; Pro 6","174"
"2027-08-25","2 Esd 13-15; Rev 18; Ps 10; Pro 7","193"
"2027-08-26","2 Esd 16; 4 Mac 1-2; Ps 11; Pro 8","136"
"2027-08-27","4 Mac 3-5; Rev 19; Ps 12; Pro 9","106"
"2027-08-28","4 Mac 6-8; Rev 20; Ps 13; Pro 10","102"
"2027-08-29","4 Mac 9-11; Ps 14; Pro 11","80"
"2027-08-30","4 Mac 12-14; Rev 21; Ps 15; Pro 12","93"
"2027-08-31","4 Mac 15-18; Rev 22; Ps 16; Pro 13","125"
