"Date","Passage"
"2026-12-01","Josh 23-24; Jdg 1; Ps 92; Pro 30","85"
"2026-12-02","Jdg 2-3; Ps 93; Pro 31","54"
"2026-12-03","Jdg 4-6; Ps 94; Pro 1","95"
"2026-12-04","Jdg 7-9; Ps 95; Pro 2","117"
"2026-12-05","Jdg 10-12; Ps 96; Pro 3","73"
"2026-12-06","Jdg 13-14; Ps 97; Pro 4","45"
"2026-12-07","Jdg 15-17; Ps 98; Pro 5","64"
"2026-12-08","Jdg 18-20; Ps 99; Pro 6","109"
"2026-12-09","Jdg 21; Rut 1-2; Ps 100; Pro 7","70"
"2026-12-10","Rut 3-4; Ps 101; Pro 8","40"
"2026-12-11","1 Sa 1-3; Ps 102; Pro 9","85"
"2026-12-12","1 Sa 4-6; Ps 103; Pro 10","55"
"2026-12-13","1 Sa 7-9; Ps 104; Pro 11","66"
"2026-12-14","1 Sa 10-11; Ps 105; Pro 12","42"
"2026-12-15","1 Sa 12-14; Ps 106; Pro 13","100"
"2026-12-16","1 Sa 15-17; Ps 107; Pro 14","116"
"2026-12-17","1 Sa 18-20; Ps 108; Pro 15","96"
"2026-12-18","1 Sa 21-23; Ps 109; Pro 16","67"
"2026-12-19","1 Sa 24-25; Ps 110; Pro 17","66"
"2026-12-20","1 Sa 26-28; Ps 111; Pro 18","62"
"2026-12-21","1 Sa 29-31; Ps 112; Pro 19","55"
"2026-12-22","2 Sa 1-3; Ps 113; Pro 20","98"
"2026-12-23","2 Sa 4; 1 Chr 1; Ps 114; Pro 21","66"
"2026-12-24","1 Chr 2-4; Ps 115; Pro 22","122"
"2026-12-25","1 Chr 5-7; Ps 116; Pro 23","147"
"2026-12-26","1 Chr 8-10; Ps 117; Pro 24","98"
"2026-12-27","2 Sa 5; 1 Chr 11; Ps 118; Pro 25","72"
"2026-12-28","1 Chr 12-14; Ps 119; Pro 26","71"
"2026-12-29","1 Chr 15-16; 2 Sa 6; Ps 120; Pro 27","95"
"2026-12-30","2 Sa 7; 1 Chr 17; 2 Sa 8; Ps 121; Pro 28","74"
"2026-12-31","2 Sa 9; 1 Chr 18; Ps 122; Pro 29","30"
"2027-01-01","2 Sa 10; 1 Chr 19; 2 Sa 11; Ps 123; Pro 30","65"
"2027-01-02","2 Sa 12; 1 Chr 20; 2 Sa 13; Ps 124; Pro 31","78"
"2027-01-03","2 Sa 14-16; Ps 125; Pro 1","93"
"2027-01-04","2 Sa 17-18; Ps 126; Pro 2","62"
"2027-01-05","2 Sa 19-21; Ps 127; Pro 3","91"
"2027-01-06","2 Sa 22-24; Ps 128; Pro 4","115"
"2027-01-07","1 Chr 21-23; Ps 129; Pro 5","81"
"2027-01-08","1 Chr 24-26; Ps 130; Pro 6","94"
"2027-01-09","1 Chr 27-28; Ps 131; Pro 7","55"
"2027-01-10","1 Chr 29; 1 Kgs 1-2; Ps 132; Pro 8","129"
"2027-01-11","1 Kgs 3-4; 2 Chr 1; Ps 133; Pro 9","79"
"2027-01-12","Sos 1-3; Ps 134; Pro 10","45"
"2027-01-13","Sos 4-5; Ps 135; Pro 11","32"
"2027-01-14","Sos 6-8; Ps 136; Pro 12","40"
"2027-01-15","1 Kgs 5-6; 2 Chr 2; Ps 137; Pro 13","74"
"2027-01-16","2 Chr 3; 1 Kgs 7; 2 Chr 4; Ps 138; Pro 14","90"
"2027-01-17","1 Kgs 8; 2 Chr 5; Ps 139; Pro 15","80"
"2027-01-18","2 Chr 6-7; 1 Kgs 9; Ps 140; Pro 16","92"
"2027-01-19","2 Chr 8; Ecc 1-2; Ps 141; Pro 17","62"
"2027-01-20","Ecc 3-5; Ps 142; Pro 18","58"
"2027-01-21","Ecc 6-7; Ps 143; Pro 19","41"
"2027-01-22","Ecc 8-10; Ps 144; Pro 20","55"
"2027-01-23","Ecc 11-12; 1 Kgs 10; Ps 145; Pro 21","53"
"2027-01-24","1 Kgs 11; 2 Chr 9; 1 Kgs 12; Ps 146; Pro 22","107"
"2027-01-25","1 Kgs 13-14; Ps 147; Pro 23","65"
"2027-01-26","2 Chr 10-12; Ps 148; Pro 24","58"
"2027-01-27","1 Kgs 15; 2 Chr 13-14; Ps 149; Pro 25","71"
"2027-01-28","2 Chr 15-16; 1 Kgs 16; Ps 150; Pro 26","67"
"2027-01-29","2 Chr 17; 1 Kgs 17-18; Ps 1; Pro 27","89"
"2027-01-30","1 Kgs 19-20; Ps 2; Pro 28","64"
"2027-01-31","1 Kgs 21-22; 2 Chr 18; Ps 3; Pro 29","116"
"2027-02-01","2 Chr 19-21; Ps 4; Pro 30","68"
"2027-02-02","2 Chr 22-23; Oba; Ps 5; Pro 31","54"
"2027-02-03","2 Kgs 1-2; Ps 6; Pro 1","43"
"2027-02-04","2 Kgs 3-5; Ps 7; Pro 2","98"
"2027-02-05","2 Kgs 6-8; Ps 8; Pro 3","82"
"2027-02-06","2 Kgs 9-11; Ps 9; Pro 4","94"
"2027-02-07","2 Kgs 12-13; Ps 10; Pro 5","46"
"2027-02-08","2 Chr 24; 2 Kgs 14; 2 Chr 25; Ps 11; Pro 6","84"
"2027-02-09","Jon 1-3; Ps 12; Pro 7","37"
"2027-02-10","Jon 4; 2 Kgs 15; 2 Chr 26; Ps 13; Pro 8","72"
"2027-02-11","Isa 1-2; Ps 14; Pro 9","53"
"2027-02-12","Isa 3-5; Ps 15; Pro 10","62"
"2027-02-13","Isa 6-8; Ps 16; Pro 11","60"
"2027-02-14","Amo 1-3; Ps 17; Pro 12","46"
"2027-02-15","Amo 4-5; Ps 18; Pro 13","40"
"2027-02-16","Amo 6-8; Ps 19; Pro 14","45"
"2027-02-17","Amo 9; 2 Chr 27; Isa 9; Ps 20; Pro 15","45"
"2027-02-18","Isa 10-12; Ps 21; Pro 16","56"
"2027-02-19","Mic 1-3; Ps 22; Pro 17","41"
"2027-02-20","Mic 4-5; Ps 23; Pro 18","28"
"2027-02-21","Mic 6-7; 2 Chr 28; Ps 24; Pro 19","63"
"2027-02-22","2 Kgs 16-17; Isa 13; Ps 25; Pro 20","83"
"2027-02-23","Isa 14-16; Ps 26; Pro 21","55"
"2027-02-24","Isa 17-18; Ps 27; Pro 22","21"
"2027-02-25","Isa 19-21; Ps 28; Pro 23","48"
"2027-02-26","Isa 22-24; Ps 29; Pro 24","66"
"2027-02-27","Isa 25-27; Ps 30; Pro 25","46"
"2027-02-28","2 Kgs 18; 2 Chr 29; Ps 31; Pro 26","73"
"2027-03-01","2 Chr 30-31; Hos 1; Ps 32; Pro 27","59"
"2027-03-02","Hos 2-4; Ps 33; Pro 28","47"
"2027-03-03","Hos 5-7; Ps 34; Pro 29","42"
"2027-03-04","Hos 8-9; Ps 35; Pro 30","31"
"2027-03-05","Hos 10-12; Ps 36; Pro 31","41"
"2027-03-06","Hos 13-14; Isa 28; Ps 37; Pro 1","54"
"2027-03-07","Isa 29-31; Ps 38; Pro 2","66"
"2027-03-08","Isa 32-33; Ps 39; Pro 3","44"
"2027-03-09","Isa 34-36; Ps 40; Pro 4","49"
"2027-03-10","Isa 37-39; Ps 41; Pro 5","68"
"2027-03-11","Isa 40-42; Ps 42; Pro 6","85"
"2027-03-12","Isa 43-44; Ps 43; Pro 7","56"
"2027-03-13","Isa 45-47; Ps 44; Pro 8","53"
"2027-03-14","Isa 48; 2 Kgs 19; Isa 49; Ps 45; Pro 9","85"
"2027-03-15","Isa 50-52; Ps 46; Pro 10","49"
"2027-03-16","Isa 53-55; Ps 47; Pro 11","42"
"2027-03-17","Isa 56-57; Ps 48; Pro 12","33"
"2027-03-18","Isa 58-60; Ps 49; Pro 13","57"
"2027-03-19","Isa 61-63; Ps 50; Pro 14","42"
"2027-03-20","Isa 64-66; Ps 51; Pro 15","61"
"2027-03-21","2 Kgs 20-21; Ps 52; Pro 16","47"
"2027-03-22","2 Chr 32-33; Nah 1; Ps 53; Pro 17","73"
"2027-03-23","Nah 2-3; 2 Kgs 22; Ps 54; Pro 18","52"
"2027-03-24","2 Kgs 23; 2 Chr 34-35; Ps 55; Pro 19","97"
"2027-03-25","Zep 1-2; Ps 56; Pro 20","33"
"2027-03-26","Zep 3; Jer 1-2; Ps 57; Pro 21","76"
"2027-03-27","Jer 3-5; Ps 58; Pro 22","87"
"2027-03-28","Jer 6-8; Ps 59; Pro 23","86"
"2027-03-29","Jer 9-10; Ps 60; Pro 24","51"
"2027-03-30","Jer 11-13; Ps 61; Pro 25","67"
"2027-03-31","Jer 14-16; Ps 62; Pro 26","64"
"2027-04-01","Jer 17-19; Ps 63; Pro 27","65"
"2027-04-02","Jer 20-21; Ps 64; Pro 28","32"
"2027-04-03","Jer 22-24; Ps 65; Pro 29","80"
"2027-04-04","Jer 25-27; Ps 66; Pro 30","84"
"2027-04-05","Jer 28-30; Ps 67; Pro 31","73"
"2027-04-06","Jer 31-33; Ps 68; Pro 1","110"
"2027-04-07","Jer 34-35; Ps 69; Pro 2","41"
"2027-04-08","Jer 36-38; Ps 70; Pro 3","81"
"2027-04-09","Jer 39-40; 2 Kgs 24; Ps 71; Pro 4","54"
"2027-04-10","2 Kgs 25; 2 Chr 36; Hab 1; Ps 72; Pro 5","70"
"2027-04-11","Hab 2-3; Ps 73; Pro 6","39"
"2027-04-12","Jer 41-43; Ps 74; Pro 7","53"
"2027-04-13","Jer 44-46; Ps 75; Pro 8","63"
"2027-04-14","Jer 47-49; Ps 76; Pro 9","93"
"2027-04-15","Jer 50-51; Ps 77; Pro 10","110"
"2027-04-16","Jer 52; Lam 1-2; Ps 78; Pro 11","78"
"2027-04-17","Lam 3-5; Ps 79; Pro 12","110"
"2027-04-18","Eze 1-3; Ps 80; Pro 13","65"
"2027-04-19","Eze 4-5; Ps 81; Pro 14","34"
"2027-04-20","Eze 6-8; Ps 82; Pro 15","59"
"2027-04-21","Eze 9-11; Ps 83; Pro 16","58"
"2027-04-22","Eze 12-14; Ps 84; Pro 17","74"
"2027-04-23","Eze 15-16; Ps 85; Pro 18","71"
"2027-04-24","Eze 17-19; Ps 86; Pro 19","70"
"2027-04-25","Eze 20-22; Ps 87; Pro 20","112"
"2027-04-26","Eze 23-25; Ps 88; Pro 21","93"
"2027-04-27","Eze 26-28; Ps 89; Pro 22","83"
"2027-04-28","Eze 29-30; Ps 90; Pro 23","47"
"2027-04-29","Eze 31-33; Ps 91; Pro 24","83"
"2027-04-30","Eze 34-36; Ps 92; Pro 25","84"
"2027-05-01","Eze 37-39; Ps 93; Pro 26","80"
"2027-05-02","Eze 40-41; Ps 94; Pro 27","75"
"2027-05-03","Eze 42-44; Ps 95; Pro 28","78"
"2027-05-04","Eze 45-47; Ps 96; Pro 29","72"
"2027-05-05","Eze 48; Joe 1-2; Ps 97; Pro 30","87"
"2027-05-06","Joe 3; Dan 1; Ps 98; Pro 31","42"
"2027-05-07","Dan 2-4; Ps 99; Pro 1","116"
"2027-05-08","Dan 5-7; Ps 100; Pro 2","87"
"2027-05-09","Dan 8-10; Ps 101; Pro 3","75"
"2027-05-10","Dan 11-12; Ps 102; Pro 4","58"
"2027-05-11","Ezr 1-3; Ps 103; Pro 5","94"
"2027-05-12","Ezr 4-6; Ps 104; Pro 6","63"
"2027-05-13","Hag 1-2; Zec 1; Ps 105; Pro 7","59"
"2027-05-14","Zec 2-3; Ps 106; Pro 8","23"
"2027-05-15","Zec 4-6; Ps 107; Pro 9","40"
"2027-05-16","Zec 7-9; Ps 108; Pro 10","54"
"2027-05-17","Zec 10-12; Ps 109; Pro 11","43"
"2027-05-18","Zec 13-14; Est 1; Ps 110; Pro 12","52"
"2027-05-19","Est 2-3; Ps 111; Pro 13","38"
"2027-05-20","Est 4-6; Ps 112; Pro 14","45"
"2027-05-21","Est 7-9; Ps 113; Pro 15","59"
"2027-05-22","Est 10; Ezr 7-8; Ps 114; Pro 16","67"
"2027-05-23","Ezr 9-10; Ps 115; Pro 17","59"
"2027-05-24","Neh 1-3; Ps 116; Pro 18","63"
"2027-05-25","Neh 4-6; Ps 117; Pro 19","61"
"2027-05-26","Neh 7-9; Ps 118; Pro 20","129"
"2027-05-27","Neh 10-11; Ps 119; Pro 21","75"
"2027-05-28","Neh 12-13; Mal 1; Ps 120; Pro 22","92"
"2027-05-29","Mal 2-4; Ps 121; Pro 23","41"
"2027-05-30","Luk 1; John 1; Mat 1; Ps 122; Pro 24","156"
"2027-05-31","Luk 2; Mat 2; Ps 123; Pro 25","75"
"2027-06-01","Mat 3; Mk 1; Luk 3; Ps 124; Pro 26","100"
"2027-06-02","Mat 4; Luk 4-5; Ps 125; Pro 27","108"
"2027-06-03","John 2-4; Ps 126; Pro 28","115"
"2027-06-04","Mat 8; Mk 2; Ps 127; Pro 29","62"
"2027-06-05","John 5; Mat 12; Mk 3; Ps 128; Pro 30","132"
"2027-06-06","Luk 6; Mat 5-6; Ps 129; Pro 31","131"
"2027-06-07","Mat 7, 9; Luk 7; Ps 130; Pro 1","117"
"2027-06-08","Mat 11; Luk 11; Mat 13; Ps 131; Pro 2","142"
"2027-06-09","Luk 8; Mk 4; Ps 132; Pro 3","97"
"2027-06-10","Mk 5; Mat 10, 14; Ps 133; Pro 4","121"
"2027-06-11","Mk 6; Luk 9; John 6; Ps 134; Pro 5","189"
"2027-06-12","Mat 15; Mk 7; Mat 16; Ps 135; Pro 6","104"
"2027-06-13","Mk 8; Mat 17; Ps 136; Pro 7","65"
"2027-06-14","Mk 9; Mat 18; John 7; Ps 137; Pro 8","138"
"2027-06-15","John 8-10; Ps 138; Pro 9","142"
"2027-06-16","Luk 10, 12-13; Ps 139; Pro 10","136"
"2027-06-17","Luk 14-15; Ps 140; Pro 11","67"
"2027-06-18","Luk 16-17; John 11; Ps 141; Pro 12","125"
"2027-06-19","Luk 18; Mat 19; Mk 10; Ps 142; Pro 13","125"
"2027-06-20","Mat 20-21; Luk 19; Ps 143; Pro 14","128"
"2027-06-21","Mk 11; John 12; Ps 144; Pro 15","83"
"2027-06-22","Mat 22; Mk 12; Mat 23; Ps 145; Pro 16","129"
"2027-06-23","Luk 20-21; Mk 13; Ps 146; Pro 17","122"
"2027-06-24","Mat 24-26; Ps 147; Pro 18","172"
"2027-06-25","Mk 14; Luk 22; Ps 148; Pro 19","143"
"2027-06-26","John 13-15; Ps 149; Pro 20","96"
"2027-06-27","John 16-17; Mat 27; Ps 150; Pro 21","125"
"2027-06-28","Mk 15; Luk 23; John 18; Ps 1; Pro 22","143"
"2027-06-29","John 19; Mat 28; Mk 16; Ps 2; Pro 23","82"
"2027-06-30","Luk 24; John 20; Ps 3; Pro 24","84"
"2027-07-01","John 21; Acts 1-2; Ps 4; Pro 25","98"
"2027-07-02","Acts 3-5; Ps 5; Pro 26","105"
"2027-07-03","Acts 6-8; Ps 6; Pro 27","115"
"2027-07-04","Acts 9-10; Ps 7; Pro 28","91"
"2027-07-05","Acts 11-13; Ps 8; Pro 29","107"
"2027-07-06","Acts 14; Jam 1-2; Ps 9; Pro 30","81"
"2027-07-07","Jam 3-5; Ps 10; Pro 31","55"
"2027-07-08","Acts 15-16; Ps 11; Pro 1","81"
"2027-07-09","Gal 1-3; Ps 12; Pro 2","74"
"2027-07-10","Gal 4-6; Ps 13; Pro 3","75"
"2027-07-11","Acts 17; 1 Th 1-2; Ps 14; Pro 4","64"
"2027-07-12","1 Th 3-4; Ps 15; Pro 5","31"
"2027-07-13","1 Th 5; 2 Th 1-2; Ps 16; Pro 6","57"
"2027-07-14","2 Th 3; Acts 18-19; Ps 17; Pro 7","87"
"2027-07-15","1 Co 1-3; Ps 18; Pro 8","70"
"2027-07-16","1 Co 4-5; Ps 19; Pro 9","34"
"2027-07-17","1 Co 6-8; Ps 20; Pro 10","73"
"2027-07-18","1 Co 9-11; Ps 21; Pro 11","94"
"2027-07-19","1 Co 12-14; Ps 22; Pro 12","84"
"2027-07-20","1 Co 15-16; 2 Co 1; Ps 23; Pro 13","106"
"2027-07-21","2 Co 2-3; Ps 24; Pro 14","35"
"2027-07-22","2 Co 4-6; Ps 25; Pro 15","57"
"2027-07-23","2 Co 7-9; Ps 26; Pro 16","55"
"2027-07-24","2 Co 10-12; Ps 27; Pro 17","72"
"2027-07-25","2 Co 13; Rom 1; Ps 28; Pro 18","46"
"2027-07-26","Rom 2-4; Ps 29; Pro 19","85"
"2027-07-27","Rom 5-7; Ps 30; Pro 20","69"
"2027-07-28","Rom 8-10; Ps 31; Pro 21","93"
"2027-07-29","Rom 11-12; Ps 32; Pro 22","57"
"2027-07-30","Rom 13-15; Ps 33; Pro 23","70"
"2027-07-31","Rom 16; Acts 20-21; Ps 34; Pro 24","105"
"2027-08-01","Acts 22-24; Ps 35; Pro 25","92"
"2027-08-02","Acts 25-26; Ps 36; Pro 26","59"
"2027-08-03","Acts 27-28; Col 1; Ps 37; Pro 27","104"
"2027-08-04","Col 2-4; Ps 38; Pro 28","66"
"2027-08-05","Phlm; Eph 1-2; Ps 39; Pro 29","70"
"2027-08-06","Eph 3-4; Ps 40; Pro 30","53"
"2027-08-07","Eph 5-6; Phil 1; Ps 41; Pro 31","87"
"2027-08-08","Phil 2-4; Ps 42; Pro 1","74"
"2027-08-09","1 Ti 1-3; Ps 43; Pro 2","51"
"2027-08-10","1 Ti 4-6; Ps 44; Pro 3","62"
"2027-08-11","Tit 1-2; Ps 45; Pro 4","31"
"2027-08-12","Tit 3; 1 Pe 1-2; Ps 46; Pro 5","65"
"2027-08-13","1 Pe 3-5; Ps 47; Pro 6","55"
"2027-08-14","Heb 1-3; Ps 48; Pro 7","51"
"2027-08-15","Heb 4-5; Ps 49; Pro 8","30"
"2027-08-16","Heb 6-8; Ps 50; Pro 9","61"
"2027-08-17","Heb 9-11; Ps 51; Pro 10","107"
"2027-08-18","Heb 12-13; 2 Ti 1; Ps 52; Pro 11","72"
"2027-08-19","2 Ti 2-3; Ps 53; Pro 12","43"
"2027-08-20","2 Ti 4; 2 Pe 1-2; Ps 54; Pro 13","65"
"2027-08-21","2 Pe 3; Jude; 1 Jn 1; Ps 55; Pro 14","53"
"2027-08-22","1 Jn 2-4; Ps 56; Pro 15","74"
"2027-08-23","1 Jn 5; 2 Jn; Ps 57; Pro 16","34"
"2027-08-24","3 Jn; Rev 1-2; Ps 58; Pro 17","63"
"2027-08-25","Rev 3-5; Ps 59; Pro 18","47"
"2027-08-26","Rev 6-8; Ps 60; Pro 19","47"
"2027-08-27","Rev 9-10; Ps 61; Pro 20","32"
"2027-08-28","Rev 11-13; Ps 62; Pro 21","54"
"2027-08-29","Rev 14-16; Ps 63; Pro 22","49"
"2027-08-30","Rev 17-19; Ps 64; Pro 23","63"
"2027-08-31","Rev 20-22; Ps 65; Pro 24","62"
