"Date","Passage"
"2026-10-23","Num 11-13","84"
"2026-10-24","Num 14-15; Ps 90","103"
"2026-10-25","Num 16-19","117"
"2026-10-26","Num 20-22","105"
"2026-10-27","Num 23-25","73"
"2026-10-28","Num 26-28","119"
"2026-10-29","Num 29-32","152"
"2026-10-30","Num 33-35","119"
"2026-10-31","Num 36; Deut 1-2","96"
"2026-11-01","Deut 3-5","111"
"2026-11-02","Deut 6-9","100"
"2026-11-03","Deut 10-12","86"
"2026-11-04","Deut 13-15","70"
"2026-11-05","Deut 16-18","64"
"2026-11-06","Deut 19-22","94"
"2026-11-07","Deut 23-25","66"
"2026-11-08","Deut 26-28","113"
"2026-11-09","Deut 29-32","131"
"2026-11-10","Deut 33-34; Ps 91","57"
"2026-11-11","Josh 1-3","59"
"2026-11-12","Josh 4-6","66"
"2026-11-13","Josh 7-10","131"
"2026-11-14","Josh 11-13","80"
"2026-11-15","Josh 14-16","88"
"2026-11-16","Josh 17-19","97"
"2026-11-17","Josh 20-23","104"
"2026-11-18","Josh 24; Jdg 1-2","92"
"2026-11-19","Jdg 3-5","86"
"2026-11-20","Jdg 6-8","100"
"2026-11-21","Jdg 9-12","130"
"2026-11-22","Jdg 13-15","65"
"2026-11-23","Jdg 16-18","75"
"2026-11-24","Jdg 19-21","103"
"2026-11-25","Rut 1-4","85"
"2026-11-26","1 Sa 1-3","85"
"2026-11-27","1 Sa 4-6","55"
"2026-11-28","1 Sa 7-9","66"
"2026-11-29","1 Sa 10-13","90"
"2026-11-30","1 Sa 14-16","110"
"2026-12-01","1 Sa 17-19","112"
"2026-12-02","1 Sa 20; Ps 11, 59","66"
"2026-12-03","1 Sa 21-24","89"
"2026-12-04","Ps 7, 27, 31","55"
"2026-12-05","Ps 34, 52, 56","44"
"2026-12-06","Ps 120, 140-141","30"
"2026-12-07","Ps 142; 1 Sa 25-27","88"
"2026-12-08","Ps 17, 35, 54","50"
"2026-12-09","Ps 63; 1 Sa 28-29","47"
"2026-12-10","1 Sa 30-31; Ps 18, 121","102"
"2026-12-11","Ps 123-125","17"
"2026-12-12","Ps 128-130","22"
"2026-12-13","2 Sa 1-3","98"
"2026-12-14","2 Sa 4; Ps 6, 8-9","51"
"2026-12-15","Ps 10, 14, 16","36"
"2026-12-16","Ps 19, 21; 1 Chr 1","81"
"2026-12-17","1 Chr 2; Ps 43-44","86"
"2026-12-18","Ps 45, 49, 84-85","62"
"2026-12-19","Ps 87; 1 Chr 3-4","74"
"2026-12-20","1 Chr 5; Ps 73, 77","74"
"2026-12-21","Ps 78; 1 Chr 6; Ps 81","169"
"2026-12-22","Ps 88, 92-93; 1 Chr 7","78"
"2026-12-23","1 Chr 8-10","98"
"2026-12-24","Ps 102-104","85"
"2026-12-25","2 Sa 5; 1 Chr 11-12","112"
"2026-12-26","Ps 133, 106-107; 1 Chr 13","108"
"2026-12-27","1 Chr 14-16","89"
"2026-12-28","Ps 1-2, 15","23"
"2026-12-29","Ps 22-24","47"
"2026-12-30","Ps 47, 68, 89, 96","109"
"2026-12-31","Ps 100-101, 105","58"
"2027-01-01","Ps 132; 2 Sa 6-7","70"
"2027-01-02","1 Chr 17; Ps 25, 29","60"
"2027-01-03","Ps 33, 36, 39; 2 Sa 8","65"
"2027-01-04","2 Sa 9; 1 Chr 18; Ps 50","53"
"2027-01-05","Ps 53, 60, 75","28"
"2027-01-06","2 Sa 10; 1 Chr 19; Ps 20","47"
"2027-01-07","Ps 65-67, 69","76"
"2027-01-08","Ps 70; 2 Sa 11-12","63"
"2027-01-09","1 Chr 20; Ps 32, 51","38"
"2027-01-10","Ps 86, 122; 2 Sa 13","65"
"2027-01-11","2 Sa 14-15; Ps 3-4","86"
"2027-01-12","Ps 12-13, 28","23"
"2027-01-13","Ps 55; 2 Sa 16-17","75"
"2027-01-14","2 Sa 18; Ps 26, 40, 58","73"
"2027-01-15","Ps 61-62, 64","30"
"2027-01-16","2 Sa 19-21","91"
"2027-01-17","Ps 5, 38, 41","47"
"2027-01-18","Ps 42; 2 Sa 22-23; Ps 57","112"
"2027-01-19","Ps 95, 97-98","32"
"2027-01-20","Ps 99; 2 Sa 24; 1 Chr 21","64"
"2027-01-21","1 Chr 22; Ps 30, 108","44"
"2027-01-22","Ps 109-110; 1 Chr 23-24","101"
"2027-01-23","1 Chr 25; Ps 131, 138","42"
"2027-01-24","Ps 139, 143-144","51"
"2027-01-25","Ps 145; 1 Chr 26-27","87"
"2027-01-26","1 Chr 28-29; Ps 127, 111","66"
"2027-01-27","Ps 112-114","27"
"2027-01-28","Ps 115-117","39"
"2027-01-29","Ps 118; 1 Kgs 1-2","128"
"2027-01-30","Ps 37, 71, 94, 119","263"
"2027-01-31","1 Kgs 3-4; 2 Chr 1","79"
"2027-02-01","Ps 72; Sos 1-2","54"
"2027-02-02","Sos 3-5","43"
"2027-02-03","Sos 6-8; Pro 1","73"
"2027-02-04","Pro 2-4","84"
"2027-02-05","Pro 5-7","85"
"2027-02-06","Pro 8-10","86"
"2027-02-07","Pro 11-14","119"
"2027-02-08","Pro 15-17","94"
"2027-02-09","Pro 18-20","83"
"2027-02-10","Pro 21-23","95"
"2027-02-11","Pro 24; 1 Kgs 5-6; 2 Chr 2","108"
"2027-02-12","2 Chr 3; 1 Kgs 7; 2 Chr 4","90"
"2027-02-13","1 Kgs 8; 2 Chr 5-6","122"
"2027-02-14","2 Chr 7; Ps 136, 134, 146","61"
"2027-02-15","Ps 147-149","43"
"2027-02-16","Ps 150; 1 Kgs 9; 2 Chr 8","52"
"2027-02-17","Pro 25-27","83"
"2027-02-18","Pro 28-29; Ecc 1-2","99"
"2027-02-19","Ecc 3-5","58"
"2027-02-20","Ecc 6-8","58"
"2027-02-21","Ecc 9-11","48"
"2027-02-22","Ecc 12; 1 Kgs 10-11; 2 Chr 9","117"
"2027-02-23","Pro 30-31; 1 Kgs 12","97"
"2027-02-24","1 Kgs 13-14; 2 Chr 10","84"
"2027-02-25","2 Chr 11-12; 1 Kgs 15","73"
"2027-02-26","2 Chr 13-16","70"
"2027-02-27","1 Kgs 16; 2 Chr 17; 1 Kgs 17","77"
"2027-02-28","1 Kgs 18-20","110"
"2027-03-01","1 Kgs 21-22; 2 Chr 18","116"
"2027-03-02","2 Chr 19-22","80"
"2027-03-03","2 Chr 23; Oba; Ps 82","50"
"2027-03-04","Ps 83; 2 Kgs 1-2","61"
"2027-03-05","2 Kgs 3-5","98"
"2027-03-06","2 Kgs 6-9","119"
"2027-03-07","2 Kgs 10-12","78"
"2027-03-08","2 Kgs 13; 2 Chr 24; 2 Kgs 14","81"
"2027-03-09","2 Chr 25; Jon 1-2","55"
"2027-03-10","Jon 3-4; 2 Kgs 15; 2 Chr 26","82"
"2027-03-11","Isa 1-3","79"
"2027-03-12","Isa 4-6","49"
"2027-03-13","Isa 7-8; Amo 1","62"
"2027-03-14","Amo 2-5","71"
"2027-03-15","Amo 6-8","45"
"2027-03-16","Amo 9; 2 Chr 27; Isa 9","45"
"2027-03-17","Isa 10-12","56"
"2027-03-18","Mic 1-4","54"
"2027-03-19","Mic 5-7","51"
"2027-03-20","2 Chr 28; 2 Kgs 16-17","88"
"2027-03-21","Isa 13-16","77"
"2027-03-22","Isa 17-19","46"
"2027-03-23","Isa 20-22","48"
"2027-03-24","Isa 23-25","53"
"2027-03-25","Isa 26-27; 2 Kgs 18; 2 Chr 29","107"
"2027-03-26","2 Chr 30-31; Ps 48","62"
"2027-03-27","Hos 1-3","39"
"2027-03-28","Hos 4-6","45"
"2027-03-29","Hos 7-10","62"
"2027-03-30","Hos 11-13","42"
"2027-03-31","Hos 14; Isa 28-29","62"
"2027-04-01","Isa 30-32","62"
"2027-04-02","Isa 33-36","73"
"2027-04-03","Isa 37-39","68"
"2027-04-04","Ps 76; Isa 40-41","72"
"2027-04-05","Isa 42-44","81"
"2027-04-06","Isa 45-48","75"
"2027-04-07","2 Kgs 19; Ps 46, 80","67"
"2027-04-08","Ps 135; Isa 49-50","58"
"2027-04-09","Isa 51-53","50"
"2027-04-10","Isa 54-57","63"
"2027-04-11","Isa 58-60","57"
"2027-04-12","Isa 61-63","42"
"2027-04-13","Isa 64-66","61"
"2027-04-14","2 Kgs 20-21; 2 Chr 32-33","105"
"2027-04-15","Nah 1-3","47"
"2027-04-16","2 Kgs 22-23; 2 Chr 34","90"
"2027-04-17","2 Chr 35; Zep 1-2","60"
"2027-04-18","Zep 3; Jer 1-3","101"
"2027-04-19","Jer 4-6","92"
"2027-04-20","Jer 7-9","82"
"2027-04-21","Jer 10-13","92"
"2027-04-22","Jer 14-16","64"
"2027-04-23","Jer 17-19","65"
"2027-04-24","Jer 20-22","62"
"2027-04-25","Jer 23-26","112"
"2027-04-26","Jer 27-29","71"
"2027-04-27","Jer 30-32","108"
"2027-04-28","Jer 33-35","67"
"2027-04-29","Jer 36-39","99"
"2027-04-30","Jer 40; Ps 74, 79","52"
"2027-05-01","2 Kgs 24-25; 2 Chr 36","73"
"2027-05-02","Hab 1-3","56"
"2027-05-03","Jer 41-44","83"
"2027-05-04","Jer 45-47","40"
"2027-05-05","Jer 48-50","132"
"2027-05-06","Jer 51-52; Lam 1","120"
"2027-05-07","Lam 2-5","132"
"2027-05-08","Eze 1-3","65"
"2027-05-09","Eze 4-6","48"
"2027-05-10","Eze 7-9","56"
"2027-05-11","Eze 10-13","98"
"2027-05-12","Eze 14-16","94"
"2027-05-13","Eze 17-19","70"
"2027-05-14","Eze 20-22","112"
"2027-05-15","Eze 23-26","114"
"2027-05-16","Eze 27-29","83"
"2027-05-17","Eze 30-32","76"
"2027-05-18","Eze 33-35","79"
"2027-05-19","Eze 36-39","118"
"2027-05-20","Eze 40-42","95"
"2027-05-21","Eze 43-45","83"
"2027-05-22","Eze 46-48","82"
"2027-05-23","Joe 1-3; Dan 1","94"
"2027-05-24","Dan 2-4","116"
"2027-05-25","Dan 5-7","87"
"2027-05-26","Dan 8-11","120"
"2027-05-27","Dan 12; Ezr 1-2","94"
"2027-05-28","Ezr 3-5","54"
"2027-05-29","Ezr 6; Ps 137; Hag 1","46"
"2027-05-30","Hag 2; Zec 1-3","67"
"2027-05-31","Zec 4-6","40"
"2027-06-01","Zec 7-9","54"
"2027-06-02","Zec 10-12","43"
"2027-06-03","Zec 13-14; Est 1-2","75"
"2027-06-04","Est 3-5","46"
"2027-06-05","Est 6-8","41"
"2027-06-06","Est 9-10; Ezr 7","63"
"2027-06-07","Ezr 8-10; Neh 1","106"
"2027-06-08","Neh 2-4","75"
"2027-06-09","Neh 5-7","111"
"2027-06-10","Neh 8-10","95"
"2027-06-11","Neh 11-13; Ps 126","120"
"2027-06-12","Mal 1-3","49"
"2027-06-13","Mal 4; Luk 1; John 1","137"
"2027-06-14","Mat 1; Luk 2; Mat 2","100"
"2027-06-15","Mat 3; Mk 1; Luk 3; Mat 4","125"
"2027-06-16","Luk 4-5; John 2","108"
"2027-06-17","John 3-4; Mat 8","124"
"2027-06-18","Mk 2; John 5; Mat 12","125"
"2027-06-19","Mk 3; Luk 6; Mat 5-6","166"
"2027-06-20","Mat 7, 9; Luk 7","117"
"2027-06-21","Mat 11; Luk 11; Mat 13","142"
"2027-06-22","Luk 8; Mk 4-5","140"
"2027-06-23","Mat 10, 14; Mk 6; Luk 9","196"
"2027-06-24","John 6; Mat 15; Mk 7","147"
"2027-06-25","Mat 16; Mk 8; Mat 17","93"
"2027-06-26","Mk 9; Mat 18; John 7-8","197"
"2027-06-27","John 9-10; Luk 10","125"
"2027-06-28","Luk 12-14","129"
"2027-06-29","Luk 15-17","100"
"2027-06-30","John 11; Luk 18; Mat 19; Mk 10","182"
"2027-07-01","Mat 20-21; Luk 19","128"
"2027-07-02","Mk 11; John 12; Mat 22","129"
"2027-07-03","Mk 12; Mat 23; Luk 20","130"
"2027-07-04","Luk 21; Mk 13; Mat 24-25","172"
"2027-07-05","Mat 26; Mk 14; Luk 22","218"
"2027-07-06","John 13-15","96"
"2027-07-07","John 16-17; Mat 27","125"
"2027-07-08","Mk 15; Luk 23; John 18-19","185"
"2027-07-09","Mat 28; Mk 16; Luk 24","93"
"2027-07-10","John 20-21; Acts 1","82"
"2027-07-11","Acts 2-4","110"
"2027-07-12","Acts 5-8","157"
"2027-07-13","Acts 9-11","121"
"2027-07-14","Acts 12-14","105"
"2027-07-15","Jam 1-3","71"
"2027-07-16","Jam 4-5; Acts 15-16","118"
"2027-07-17","Gal 1-3","74"
"2027-07-18","Gal 4-6","75"
"2027-07-19","Acts 17; 1 Th 1-2","64"
"2027-07-20","1 Th 3-5; 2 Th 1","71"
"2027-07-21","2 Th 2-3; Acts 18","63"
"2027-07-22","Acts 19; 1 Co 1-2","88"
"2027-07-23","1 Co 3-5","57"
"2027-07-24","1 Co 6-9","100"
"2027-07-25","1 Co 10-12","98"
"2027-07-26","1 Co 13-15","111"
"2027-07-27","1 Co 16; 2 Co 1-2","65"
"2027-07-28","2 Co 3-6","75"
"2027-07-29","2 Co 7-9","55"
"2027-07-30","2 Co 10-12","72"
"2027-07-31","2 Co 13; Rom 1-3","106"
"2027-08-01","Rom 4-6","69"
"2027-08-02","Rom 7-9","97"
"2027-08-03","Rom 10-12","78"
"2027-08-04","Rom 13-16","97"
"2027-08-05","Acts 20-22","108"
"2027-08-06","Acts 23-25","89"
"2027-08-07","Acts 26-28","107"
"2027-08-08","Col 1-4","95"
"2027-08-09","Phlm; Eph 1-2","70"
"2027-08-10","Eph 3-5","86"
"2027-08-11","Eph 6; Phil 1-2","84"
"2027-08-12","Phil 3-4; 1 Ti 1-2","79"
"2027-08-13","1 Ti 3-5","57"
"2027-08-14","1 Ti 6; Tit 1-2","52"
"2027-08-15","Tit 3; 1 Pe 1-2","65"
"2027-08-16","1 Pe 3-5; Heb 1","69"
"2027-08-17","Heb 2-4","53"
"2027-08-18","Heb 5-7","62"
"2027-08-19","Heb 8-10","80"
"2027-08-20","Heb 11-13; 2 Ti 1","112"
"2027-08-21","2 Ti 2-4","65"
"2027-08-22","2 Pe 1-3","61"
"2027-08-23","Jude; 1 Jn 1-2","64"
"2027-08-24","1 Jn 3-5; 2 Jn","79"
"2027-08-25","3 Jn; Rev 1-2","63"
"2027-08-26","Rev 3-5","47"
"2027-08-27","Rev 6-8","47"
"2027-08-28","Rev 9-12","68"
"2027-08-29","Rev 13-15","46"
"2027-08-30","Rev 16-18","63"
"2027-08-31","Rev 19-22","83"
