"Date","Passage"
"2027-01-31","2 Chr 20-22; Acts 20; Ps 3; Pro 29","107"
"2027-02-01","2 Chr 23-24; Ps 4; Pro 30","48"
"2027-02-02","2 Chr 25-27; Acts 21; Ps 5; Pro 31","100"
"2027-02-03","2 Chr 28-30; Acts 22; Ps 6; Pro 1","120"
"2027-02-04","2 Chr 31-32; Acts 23; Ps 7; Pro 2","89"
"2027-02-05","2 Chr 33-35; Ps 8; Pro 3","85"
"2027-02-06","2 Chr 36; Ezr 1; Acts 24; Ps 9; Pro 4","61"
"2027-02-07","Ezr 2-4; Acts 25; Ps 10; Pro 5","134"
"2027-02-08","Ezr 5-6; Ps 11; Pro 6","39"
"2027-02-09","Ezr 7-9; Acts 26; Ps 12; Pro 7","111"
"2027-02-10","Ezr 10; Neh 1; Acts 27; Ps 13; Pro 8","99"
"2027-02-11","Neh 2-4; Acts 28; Ps 14; Pro 9","106"
"2027-02-12","Neh 5-6; Ps 15; Pro 10","38"
"2027-02-13","Neh 7-9; Rom 1; Ps 16; Pro 11","161"
"2027-02-14","Neh 10-12; Rom 2; Ps 17; Pro 12","151"
"2027-02-15","Neh 13; Est 1; Ps 18; Pro 13","53"
"2027-02-16","Est 2-4; Rom 3; Ps 19; Pro 14","86"
"2027-02-17","Est 5-6; Rom 4; Ps 20; Pro 15","53"
"2027-02-18","Est 7-9; Rom 5; Ps 21; Pro 16","80"
"2027-02-19","Est 10; Job 1; Ps 22; Pro 17","25"
"2027-02-20","Job 2-4; Rom 6; Ps 23; Pro 18","83"
"2027-02-21","Job 5-6; Rom 7; Ps 24; Pro 19","82"
"2027-02-22","Job 7-9; Ps 25; Pro 20","78"
"2027-02-23","Job 10-11; Rom 8; Ps 26; Pro 21","81"
"2027-02-24","Job 12-14; Rom 9; Ps 27; Pro 22","108"
"2027-02-25","Job 15-17; Rom 10; Ps 28; Pro 23","94"
"2027-02-26","Job 18-19; Ps 29; Pro 24","50"
"2027-02-27","Job 20-22; Rom 11; Ps 30; Pro 25","129"
"2027-02-28","Job 23-24; Rom 12; Ps 31; Pro 26","63"
"2027-03-01","Job 25-27; Ps 32; Pro 27","43"
"2027-03-02","Job 28-29; Rom 13; Ps 33; Pro 28","67"
"2027-03-03","Job 30-32; Rom 14; Ps 34; Pro 29","116"
"2027-03-04","Job 33-34; Rom 15; Ps 35; Pro 30","103"
"2027-03-05","Job 35-37; Ps 36; Pro 31","73"
"2027-03-06","Job 38-39; Rom 16; Ps 37; Pro 1","98"
"2027-03-07","Job 40-42; 1 Co 1; Ps 38; Pro 2","106"
"2027-03-08","Ps 1-3; Pro 3","26"
"2027-03-09","Ps 4-5; 1 Co 2; Pro 4","36"
"2027-03-10","Ps 6-8; 1 Co 3; Pro 5","59"
"2027-03-11","Ps 9-10; 1 Co 4; Pro 6","59"
"2027-03-12","Ps 11-13; Pro 7","21"
"2027-03-13","Ps 14-15; 1 Co 5; Pro 8","25"
"2027-03-14","Ps 16-18; 1 Co 6; Pro 9","96"
"2027-03-15","Ps 19-20; Pro 10","23"
"2027-03-16","Ps 21-23; 1 Co 7; Pro 11","90"
"2027-03-17","Ps 24-25; 1 Co 8; Pro 12","45"
"2027-03-18","Ps 26-28; 1 Co 9; Pro 13","62"
"2027-03-19","Ps 29-31; Pro 14","47"
"2027-03-20","Ps 32-33; 1 Co 10; Pro 15","66"
"2027-03-21","Ps 34-36; 1 Co 11; Pro 16","96"
"2027-03-22","Ps 37-38; Pro 17","62"
"2027-03-23","Ps 39-41; 1 Co 12; Pro 18","74"
"2027-03-24","Ps 42-43; 1 Co 13; Pro 19","29"
"2027-03-25","Ps 44-46; 1 Co 14; Pro 20","94"
"2027-03-26","Ps 47-48; Pro 21","23"
"2027-03-27","Ps 49-51; 1 Co 15; Pro 22","120"
"2027-03-28","Ps 52-53; 1 Co 16; Pro 23","39"
"2027-03-29","Ps 54-56; Pro 24","43"
"2027-03-30","Ps 57-59; 2 Co 1; Pro 25","63"
"2027-03-31","Ps 60-61; 2 Co 2; Pro 26","37"
"2027-04-01","Ps 62-64; 2 Co 3; Pro 27","51"
"2027-04-02","Ps 65-66; Pro 28","33"
"2027-04-03","Ps 67-69; 2 Co 4; Pro 29","96"
"2027-04-04","Ps 70-71; 2 Co 5; Pro 30","50"
"2027-04-05","Ps 72-74; Pro 31","71"
"2027-04-06","Ps 75-76; 2 Co 6; Pro 1","40"
"2027-04-07","Ps 77-79; 2 Co 7; Pro 2","121"
"2027-04-08","Ps 80-81; Pro 3","35"
"2027-04-09","Ps 82-84; 2 Co 8; Pro 4","62"
"2027-04-10","Ps 85-87; 2 Co 9; Pro 5","52"
"2027-04-11","Ps 88-89; 2 Co 10; Pro 6","88"
"2027-04-12","Ps 90-92; Pro 7","48"
"2027-04-13","Ps 93-94; 2 Co 11; Pro 8","61"
"2027-04-14","Ps 95-97; 2 Co 12; Pro 9","57"
"2027-04-15","Ps 98-99; Pro 10","18"
"2027-04-16","Ps 100-102; 2 Co 13; Pro 11","55"
"2027-04-17","Ps 103-104; Gal 1; Pro 12","81"
"2027-04-18","Ps 105-107; Gal 2; Pro 13","157"
"2027-04-19","Ps 108-109; Pro 14","44"
"2027-04-20","Ps 110-112; Gal 3; Pro 15","56"
"2027-04-21","Ps 113-115; Gal 4; Pro 16","66"
"2027-04-22","Ps 116-117; Pro 17","21"
"2027-04-23","Ps 118-120; Gal 5; Pro 18","238"
"2027-04-24","Ps 121-122; Gal 6; Pro 19","35"
"2027-04-25","Ps 123-125; Eph 1; Pro 20","40"
"2027-04-26","Ps 126-127; Pro 21","11"
"2027-04-27","Ps 128-130; Eph 2; Pro 22","44"
"2027-04-28","Ps 131-132; Eph 3; Pro 23","42"
"2027-04-29","Ps 133-135; Pro 24","27"
"2027-04-30","Ps 136-137; Eph 4; Pro 25","67"
"2027-05-01","Ps 138-140; Eph 5; Pro 26","78"
"2027-05-02","Ps 141-143; Eph 6; Pro 27","53"
"2027-05-03","Ps 144-145; Pro 28","36"
"2027-05-04","Ps 146-148; Phil 1; Pro 29","74"
"2027-05-05","Ps 149-150; Phil 2; Pro 30","45"
"2027-05-06","Pro 1-3; Ps 39","90"
"2027-05-07","Pro 4-5; Phil 3; Ps 40","71"
"2027-05-08","Pro 6-8; Phil 4; Ps 41","121"
"2027-05-09","Pro 9-10; Col 1; Ps 42","79"
"2027-05-10","Pro 11-13; Ps 43","84"
"2027-05-11","Pro 14-15; Col 2; Ps 44","91"
"2027-05-12","Pro 16-18; Col 3; Ps 45","110"
"2027-05-13","Pro 19-21; Ps 46","90"
"2027-05-14","Pro 22-23; Col 4; Ps 47","82"
"2027-05-15","Pro 24-26; 1 Th 1; Ps 48","100"
"2027-05-16","Pro 27-28; 1 Th 2; Ps 49","75"
"2027-05-17","Pro 29-31; Ps 50","91"
"2027-05-18","Ecc 1-2; 1 Th 3; Ps 51; Pro 31","57"
"2027-05-19","Ecc 3-5; 1 Th 4; Ps 52; Pro 1","76"
"2027-05-20","Ecc 6-7; Ps 53; Pro 2","41"
"2027-05-21","Ecc 8-10; 1 Th 5; Ps 54; Pro 3","83"
"2027-05-22","Ecc 11-12; 2 Th 1; Ps 55; Pro 4","36"
"2027-05-23","Sos 1-3; 2 Th 2; Ps 56; Pro 5","62"
"2027-05-24","Sos 4-6; Ps 57; Pro 6","45"
"2027-05-25","Sos 7-8; 2 Th 3; Ps 58; Pro 7","45"
"2027-05-26","Isa 1-3; 1 Ti 1; Ps 59; Pro 8","99"
"2027-05-27","Isa 4-5; Ps 60; Pro 9","36"
"2027-05-28","Isa 6-8; 1 Ti 2; Ps 61; Pro 10","75"
"2027-05-29","Isa 9-10; 1 Ti 3; Ps 62; Pro 11","71"
"2027-05-30","Isa 11-13; 1 Ti 4; Ps 63; Pro 12","60"
"2027-05-31","Isa 14-15; Ps 64; Pro 13","41"
"2027-06-01","Isa 16-18; 1 Ti 5; Ps 65; Pro 14","60"
"2027-06-02","Isa 19-20; 1 Ti 6; Ps 66; Pro 15","52"
"2027-06-03","Isa 21-23; Ps 67; Pro 16","60"
"2027-06-04","Isa 24-26; 2 Ti 1; Ps 68; Pro 17","74"
"2027-06-05","Isa 27-28; 2 Ti 2; Ps 69; Pro 18","68"
"2027-06-06","Isa 29-31; 2 Ti 3; Ps 70; Pro 19","83"
"2027-06-07","Isa 32-33; Ps 71; Pro 20","44"
"2027-06-08","Isa 34-36; 2 Ti 4; Ps 72; Pro 21","71"
"2027-06-09","Isa 37-38; Tit 1; Ps 73; Pro 22","76"
"2027-06-10","Isa 39-41; Ps 74; Pro 23","68"
"2027-06-11","Isa 42-43; Tit 2; Ps 75; Pro 24","68"
"2027-06-12","Isa 44-46; Tit 3; Ps 76; Pro 25","81"
"2027-06-13","Isa 47-48; Phlm; Ps 77; Pro 26","62"
"2027-06-14","Isa 49-51; Ps 78; Pro 27","60"
"2027-06-15","Isa 52-54; Heb 1; Ps 79; Pro 28","58"
"2027-06-16","Isa 55-56; Heb 2; Ps 80; Pro 29","43"
"2027-06-17","Isa 57-59; Ps 81; Pro 30","56"
"2027-06-18","Isa 60-61; Heb 3; Ps 82; Pro 31","52"
"2027-06-19","Isa 62-64; Heb 4; Ps 83; Pro 1","59"
"2027-06-20","Isa 65-66; Ps 84; Pro 2","49"
"2027-06-21","Jer 1-3; Heb 5; Ps 85; Pro 3","95"
"2027-06-22","Jer 4-5; Heb 6; Ps 86; Pro 4","82"
"2027-06-23","Jer 6-8; Heb 7; Ps 87; Pro 5","114"
"2027-06-24","Jer 9-10; Ps 88; Pro 6","51"
"2027-06-25","Jer 11-13; Heb 8; Ps 89; Pro 7","80"
"2027-06-26","Jer 14-16; Heb 9; Ps 90; Pro 8","92"
"2027-06-27","Jer 17-18; Ps 91; Pro 9","50"
"2027-06-28","Jer 19-21; Heb 10; Ps 92; Pro 10","86"
"2027-06-29","Jer 22-23; Heb 11; Ps 93; Pro 11","110"
"2027-06-30","Jer 24-26; Heb 12; Ps 94; Pro 12","101"
"2027-07-01","Jer 27-28; Ps 95; Pro 13","39"
"2027-07-02","Jer 29-31; Heb 13; Ps 96; Pro 14","121"
"2027-07-03","Jer 32-33; Jam 1; Ps 97; Pro 15","97"
"2027-07-04","Jer 34-36; Ps 98; Pro 16","73"
"2027-07-05","Jer 37-38; Jam 2; Ps 99; Pro 17","75"
"2027-07-06","Jer 39-41; Jam 3; Ps 100; Pro 18","70"
"2027-07-07","Jer 42-44; Jam 4; Ps 101; Pro 19","82"
"2027-07-08","Jer 45-46; Ps 102; Pro 20","33"
"2027-07-09","Jer 47-49; Jam 5; Ps 103; Pro 21","113"
"2027-07-10","Jer 50-51; 1 Pe 1; Ps 104; Pro 22","135"
"2027-07-11","Jer 52; Lam 1-2; Ps 105; Pro 23","78"
"2027-07-12","Lam 3-4; 1 Pe 2; Ps 106; Pro 24","113"
"2027-07-13","Lam 5; Eze 1-2; 1 Pe 3; Ps 107; Pro 25","82"
"2027-07-14","Eze 3-4; 1 Pe 4; Ps 108; Pro 26","63"
"2027-07-15","Eze 5-7; Ps 109; Pro 27","58"
"2027-07-16","Eze 8-9; 1 Pe 5; Ps 110; Pro 28","43"
"2027-07-17","Eze 10-12; 2 Pe 1; Ps 111; Pro 29","96"
"2027-07-18","Eze 13-15; Ps 112; Pro 30","54"
"2027-07-19","Eze 16-17; 2 Pe 2; Ps 113; Pro 31","109"
"2027-07-20","Eze 18-20; 2 Pe 3; Ps 114; Pro 1","113"
"2027-07-21","Eze 21-22; 1 Jn 1; Ps 115; Pro 2","73"
"2027-07-22","Eze 23-25; Ps 116; Pro 3","93"
"2027-07-23","Eze 26-27; 1 Jn 2; Ps 117; Pro 4","86"
"2027-07-24","Eze 28-30; 1 Jn 3; Ps 118; Pro 5","97"
"2027-07-25","Eze 31-32; Ps 119; Pro 6","50"
"2027-07-26","Eze 33-35; 1 Jn 4; Ps 120; Pro 7","100"
"2027-07-27","Eze 36-37; 1 Jn 5; Ps 121; Pro 8","87"
"2027-07-28","Eze 38-40; 2 Jn; Ps 122; Pro 9","114"
"2027-07-29","Eze 41-43; Ps 123; Pro 10","73"
"2027-07-30","Eze 44-45; 3 Jn; Ps 124; Pro 11","70"
"2027-07-31","Eze 46-48; Jude; Ps 125; Pro 12","107"
"2027-08-01","Dan 1-2; Ps 126; Pro 13","70"
"2027-08-02","Dan 3-5; Rev 1; Ps 127; Pro 14","118"
"2027-08-03","Dan 6-7; Rev 2; Ps 128; Pro 15","85"
"2027-08-04","Dan 8-10; Rev 3; Ps 129; Pro 16","97"
"2027-08-05","Dan 11-12; Ps 130; Pro 17","58"
"2027-08-06","Hos 1-3; Rev 4; Ps 131; Pro 18","50"
"2027-08-07","Hos 4-5; Rev 5; Ps 132; Pro 19","48"
"2027-08-08","Hos 6-8; Ps 133; Pro 20","41"
"2027-08-09","Hos 9-11; Rev 6; Ps 134; Pro 21","61"
"2027-08-10","Hos 12-13; Rev 7; Ps 135; Pro 22","47"
"2027-08-11","Hos 14; Joe 1-2; Rev 8; Ps 136; Pro 23","74"
"2027-08-12","Joe 3; Amo 1; Ps 137; Pro 24","36"
"2027-08-13","Amo 2-4; Rev 9; Ps 138; Pro 25","65"
"2027-08-14","Amo 5-6; Rev 10; Ps 139; Pro 26","52"
"2027-08-15","Amo 7-9; Ps 140; Pro 27","46"
"2027-08-16","Oba; Jon 1; Rev 11; Ps 141; Pro 28","57"
"2027-08-17","Jon 2-4; Rev 12; Ps 142; Pro 29","48"
"2027-08-18","Mic 1-2; Rev 13; Ps 143; Pro 30","47"
"2027-08-19","Mic 3-5; Ps 144; Pro 31","40"
"2027-08-20","Mic 6-7; Nah 1; Rev 14; Ps 145; Pro 1","71"
"2027-08-21","Nah 2-3; Rev 15; Ps 146; Pro 2","40"
"2027-08-22","Hab 1-3; Ps 147; Pro 3","56"
"2027-08-23","Zep 1-2; Rev 16; Ps 148; Pro 4","54"
"2027-08-24","Zep 3; Hag 1-2; Rev 17; Ps 149; Pro 5","76"
"2027-08-25","Zec 1-2; Rev 18; Ps 150; Pro 6","58"
"2027-08-26","Zec 3-5; Ps 1; Pro 7","35"
"2027-08-27","Zec 6-7; Rev 19; Ps 2; Pro 8","50"
"2027-08-28","Zec 8-10; Rev 20; Ps 3; Pro 9","67"
"2027-08-29","Zec 11-12; Ps 4; Pro 10","31"
"2027-08-30","Zec 13-14; Mal 1; Rev 21; Ps 5; Pro 11","71"
"2027-08-31","Mal 2-4; Rev 22; Ps 6; Pro 12","61"
