"Date","Passage"
"2026-10-17","Num 33-36; Ps 47; Pro 16","132"
"2026-10-18","Deut 1-3; Ps 48; Pro 17","112"
"2026-10-19","Deut 4-6; Ps 49; Pro 18","107"
"2026-10-20","Deut 7-9; Ps 50; Pro 19","75"
"2026-10-21","Deut 10-13; Ps 51; Pro 20","104"
"2026-10-22","Deut 14-16; Ps 52; Pro 21","74"
"2026-10-23","Deut 17-19; Ps 53; Pro 22","63"
"2026-10-24","Deut 20-22; Ps 54; Pro 23","73"
"2026-10-25","Deut 23-26; Ps 55; Pro 24","85"
"2026-10-26","Deut 27-29; Ps 56; Pro 25","123"
"2026-10-27","Deut 30-32; Ps 57; Pro 26","102"
"2026-10-28","Deut 33-34; Josh 1; Ps 58; Pro 27","59"
"2026-10-29","Josh 2-5; Ps 59; Pro 28","80"
"2026-10-30","Josh 6-8; Ps 60; Pro 29","88"
"2026-10-31","Josh 9-11; Ps 61; Pro 30","93"
"2026-11-01","Josh 12-14; Ps 62; Pro 31","72"
"2026-11-02","Josh 15-18; Ps 63; Pro 1","119"
"2026-11-03","Josh 19-21; Ps 64; Pro 2","105"
"2026-11-04","Josh 22-24; Ps 65; Pro 3","83"
"2026-11-05","Jdg 1-3; Ps 66; Pro 4","90"
"2026-11-06","Jdg 4-7; Ps 67; Pro 5","120"
"2026-11-07","Jdg 8-10; Ps 68; Pro 6","110"
"2026-11-08","Jdg 11-13; Ps 69; Pro 7","80"
"2026-11-09","Jdg 14-17; Ps 70; Pro 8","84"
"2026-11-10","Jdg 18-20; Ps 71; Pro 9","109"
"2026-11-11","Jdg 21; Rut 1-2; Ps 72; Pro 10","70"
"2026-11-12","Rut 3-4; 1 Sa 1; Ps 73; Pro 11","68"
"2026-11-13","1 Sa 2-5; Ps 74; Pro 12","91"
"2026-11-14","1 Sa 6-8; Ps 75; Pro 13","60"
"2026-11-15","1 Sa 9-11; Ps 76; Pro 14","69"
"2026-11-16","1 Sa 12-14; Ps 77; Pro 15","100"
"2026-11-17","1 Sa 15-18; Ps 78; Pro 16","146"
"2026-11-18","1 Sa 19-21; Ps 79; Pro 17","81"
"2026-11-19","1 Sa 22-24; Ps 80; Pro 18","74"
"2026-11-20","1 Sa 25-27; Ps 81; Pro 19","81"
"2026-11-21","1 Sa 28-31; Ps 82; Pro 20","80"
"2026-11-22","2 Sa 1-3; Ps 83; Pro 21","98"
"2026-11-23","2 Sa 4-6; Ps 84; Pro 22","60"
"2026-11-24","2 Sa 7-9; Ps 85; Pro 23","60"
"2026-11-25","2 Sa 10-13; Ps 86; Pro 24","116"
"2026-11-26","2 Sa 14-16; Ps 87; Pro 25","93"
"2026-11-27","2 Sa 17-19; Ps 88; Pro 26","105"
"2026-11-28","2 Sa 20-22; Ps 89; Pro 27","99"
"2026-11-29","2 Sa 23-24; 1 Kgs 1-2; Ps 90; Pro 28","163"
"2026-11-30","1 Kgs 3-5; Ps 91; Pro 29","80"
"2026-12-01","1 Kgs 6-8; Ps 92; Pro 30","155"
"2026-12-02","1 Kgs 9-11; Ps 93; Pro 31","100"
"2026-12-03","1 Kgs 12-15; Ps 94; Pro 1","132"
"2026-12-04","1 Kgs 16-18; Ps 95; Pro 2","104"
"2026-12-05","1 Kgs 19-21; Ps 96; Pro 3","93"
"2026-12-06","1 Kgs 22; 2 Kgs 1-2; Ps 97; Pro 4","96"
"2026-12-07","2 Kgs 3-6; Ps 98; Pro 5","131"
"2026-12-08","2 Kgs 7-9; Ps 99; Pro 6","86"
"2026-12-09","2 Kgs 10-12; Ps 100; Pro 7","78"
"2026-12-10","2 Kgs 13-16; Ps 101; Pro 8","112"
"2026-12-11","2 Kgs 17-19; Ps 102; Pro 9","115"
"2026-12-12","2 Kgs 20-22; Ps 103; Pro 10","67"
"2026-12-13","2 Kgs 23-25; Ps 104; Pro 11","87"
"2026-12-14","1 Chr 1-4; Ps 105; Pro 12","176"
"2026-12-15","1 Chr 5-7; Ps 106; Pro 13","147"
"2026-12-16","1 Chr 8-10; Ps 107; Pro 14","98"
"2026-12-17","1 Chr 11-13; Ps 108; Pro 15","101"
"2026-12-18","1 Chr 14-17; Ps 109; Pro 16","116"
"2026-12-19","1 Chr 18-20; Ps 110; Pro 17","44"
"2026-12-20","1 Chr 21-23; Ps 111; Pro 18","81"
"2026-12-21","1 Chr 24-26; Ps 112; Pro 19","94"
"2026-12-22","1 Chr 27-29; 2 Chr 1; Ps 113; Pro 20","102"
"2026-12-23","2 Chr 2-4; Ps 114; Pro 21","57"
"2026-12-24","2 Chr 5-7; Ps 115; Pro 22","78"
"2026-12-25","2 Chr 8-10; Ps 116; Pro 23","68"
"2026-12-26","2 Chr 11-14; Ps 117; Pro 24","76"
"2026-12-27","2 Chr 15-17; Ps 118; Pro 25","52"
"2026-12-28","2 Chr 18-20; Ps 119; Pro 26","82"
"2026-12-29","2 Chr 21-23; Ps 120; Pro 27","53"
"2026-12-30","2 Chr 24-27; Ps 121; Pro 28","87"
"2026-12-31","2 Chr 28-30; Ps 122; Pro 29","90"
"2027-01-01","2 Chr 31-33; Ps 123; Pro 30","79"
"2027-01-02","2 Chr 34-36; Ps 124; Pro 31","83"
"2027-01-03","Ezr 1-4; Ps 125; Pro 1","118"
"2027-01-04","Ezr 5-7; Ps 126; Pro 2","67"
"2027-01-05","Ezr 8-10; Ps 127; Pro 3","95"
"2027-01-06","Neh 1-3; Ps 128; Pro 4","63"
"2027-01-07","Neh 4-7; Ps 129; Pro 5","134"
"2027-01-08","Neh 8-10; Ps 130; Pro 6","95"
"2027-01-09","Neh 11-13; Ps 131; Pro 7","114"
"2027-01-10","Est 1-3; Ps 132; Pro 8","60"
"2027-01-11","Est 4-7; Ps 133; Pro 9","55"
"2027-01-12","Est 8-10; Ps 134; Pro 10","52"
"2027-01-13","Job 1-3; Ps 135; Pro 11","61"
"2027-01-14","Job 4-7; Ps 136; Pro 12","99"
"2027-01-15","Job 8-10; Ps 137; Pro 13","79"
"2027-01-16","Job 11-13; Ps 138; Pro 14","73"
"2027-01-17","Job 14-16; Ps 139; Pro 15","79"
"2027-01-18","Job 17-20; Ps 140; Pro 16","95"
"2027-01-19","Job 21-23; Ps 141; Pro 17","81"
"2027-01-20","Job 24-26; Ps 142; Pro 18","45"
"2027-01-21","Job 27-29; Ps 143; Pro 19","76"
"2027-01-22","Job 30-33; Ps 144; Pro 20","126"
"2027-01-23","Job 34-36; Ps 145; Pro 21","86"
"2027-01-24","Job 37-39; Ps 146; Pro 22","95"
"2027-01-25","Job 40-42; Ps 147; Pro 23","75"
"2027-01-26","Ps 1-4; Pro 24","34"
"2027-01-27","Ps 5-7; Pro 25","39"
"2027-01-28","Ps 8-10; Pro 26","47"
"2027-01-29","Ps 11-13; Pro 27","21"
"2027-01-30","Ps 14-17; Pro 28","38"
"2027-01-31","Ps 18-20; Pro 29","73"
"2027-02-01","Ps 21-23; Pro 30","50"
"2027-02-02","Ps 24-26; Pro 31","44"
"2027-02-03","Ps 27-30; Pro 1","46"
"2027-02-04","Ps 31-33; Pro 2","57"
"2027-02-05","Ps 34-36; Pro 3","62"
"2027-02-06","Ps 37-39; Pro 4","75"
"2027-02-07","Ps 40-43; Pro 5","46"
"2027-02-08","Ps 44-46; Pro 6","54"
"2027-02-09","Ps 47-49; Pro 7","43"
"2027-02-10","Ps 50-52; Pro 8","51"
"2027-02-11","Ps 53-56; Pro 9","49"
"2027-02-12","Ps 57-59; Pro 10","39"
"2027-02-13","Ps 60-62; Pro 11","32"
"2027-02-14","Ps 63-66; Pro 12","54"
"2027-02-15","Ps 67-69; Pro 13","78"
"2027-02-16","Ps 70-72; Pro 14","49"
"2027-02-17","Ps 73-75; Pro 15","61"
"2027-02-18","Ps 76-79; Pro 16","117"
"2027-02-19","Ps 80-82; Pro 17","43"
"2027-02-20","Ps 83-85; Pro 18","43"
"2027-02-21","Ps 86-88; Pro 19","42"
"2027-02-22","Ps 89-92; Pro 20","100"
"2027-02-23","Ps 93-95; Pro 21","39"
"2027-02-24","Ps 96-98; Pro 22","34"
"2027-02-25","Ps 99-101; Pro 23","22"
"2027-02-26","Ps 102-105; Pro 24","130"
"2027-02-27","Ps 106-108; Pro 25","104"
"2027-02-28","Ps 109-111; Pro 26","48"
"2027-03-01","Ps 112-114; Pro 27","27"
"2027-03-02","Ps 115-118; Pro 28","68"
"2027-03-03","Ps 119-121; Pro 29","191"
"2027-03-04","Ps 122-124; Pro 30","21"
"2027-03-05","Ps 125-127; Pro 31","16"
"2027-03-06","Ps 128-131; Pro 1","25"
"2027-03-07","Ps 132-134; Pro 2","24"
"2027-03-08","Ps 135-137; Pro 3","56"
"2027-03-09","Ps 138-140; Pro 4","45"
"2027-03-10","Ps 141-144; Pro 5","44"
"2027-03-11","Ps 145-147; Pro 6","51"
"2027-03-12","Ps 148-150; Pro 7","29"
"2027-03-13","Pro 1-3; Ps 148","90"
"2027-03-14","Pro 4-7; Ps 149","112"
"2027-03-15","Pro 8-10; Ps 150","86"
"2027-03-16","Pro 11-13; Ps 1","84"
"2027-03-17","Pro 14-16; Ps 2","101"
"2027-03-18","Pro 17-20; Ps 3","111"
"2027-03-19","Pro 21-23; Ps 4","95"
"2027-03-20","Pro 24-26; Ps 5","90"
"2027-03-21","Pro 27-30; Ps 6","115"
"2027-03-22","Pro 31; Ecc 1-2; Ps 7","75"
"2027-03-23","Ecc 3-5; Ps 8; Pro 8","58"
"2027-03-24","Ecc 6-8; Ps 9; Pro 9","58"
"2027-03-25","Ecc 9-12; Ps 10; Pro 10","62"
"2027-03-26","Sos 1-3; Ps 11; Pro 11","45"
"2027-03-27","Sos 4-6; Ps 12; Pro 12","45"
"2027-03-28","Sos 7-8; Isa 1; Ps 13; Pro 13","58"
"2027-03-29","Isa 2-5; Ps 14; Pro 14","84"
"2027-03-30","Isa 6-8; Ps 15; Pro 15","60"
"2027-03-31","Isa 9-11; Ps 16; Pro 16","71"
"2027-04-01","Isa 12-14; Ps 17; Pro 17","60"
"2027-04-02","Isa 15-18; Ps 18; Pro 18","44"
"2027-04-03","Isa 19-21; Ps 19; Pro 19","48"
"2027-04-04","Isa 22-24; Ps 20; Pro 20","66"
"2027-04-05","Isa 25-27; Ps 21; Pro 21","46"
"2027-04-06","Isa 28-31; Ps 22; Pro 22","95"
"2027-04-07","Isa 32-34; Ps 23; Pro 23","61"
"2027-04-08","Isa 35-37; Ps 24; Pro 24","70"
"2027-04-09","Isa 38-40; Ps 25; Pro 25","61"
"2027-04-10","Isa 41-44; Ps 26; Pro 26","110"
"2027-04-11","Isa 45-47; Ps 27; Pro 27","53"
"2027-04-12","Isa 48-50; Ps 28; Pro 28","59"
"2027-04-13","Isa 51-53; Ps 29; Pro 29","50"
"2027-04-14","Isa 54-57; Ps 30; Pro 30","63"
"2027-04-15","Isa 58-60; Ps 31; Pro 31","57"
"2027-04-16","Isa 61-63; Ps 32; Pro 1","42"
"2027-04-17","Isa 64-66; Ps 33; Pro 2","61"
"2027-04-18","Jer 1-4; Ps 34; Pro 3","112"
"2027-04-19","Jer 5-7; Ps 35; Pro 4","95"
"2027-04-20","Jer 8-10; Ps 36; Pro 5","73"
"2027-04-21","Jer 11-14; Ps 37; Pro 6","89"
"2027-04-22","Jer 15-17; Ps 38; Pro 7","69"
"2027-04-23","Jer 18-20; Ps 39; Pro 8","56"
"2027-04-24","Jer 21-23; Ps 40; Pro 9","84"
"2027-04-25","Jer 24-27; Ps 41; Pro 10","94"
"2027-04-26","Jer 28-30; Ps 42; Pro 11","73"
"2027-04-27","Jer 31-33; Ps 43; Pro 12","110"
"2027-04-28","Jer 34-36; Ps 44; Pro 13","73"
"2027-04-29","Jer 37-40; Ps 45; Pro 14","83"
"2027-04-30","Jer 41-43; Ps 46; Pro 15","53"
"2027-05-01","Jer 44-46; Ps 47; Pro 16","63"
"2027-05-02","Jer 47-49; Ps 48; Pro 17","93"
"2027-05-03","Jer 50-52; Lam 1; Ps 49; Pro 18","166"
"2027-05-04","Lam 2-4; Ps 50; Pro 19","110"
"2027-05-05","Lam 5; Eze 1-2; Ps 51; Pro 20","60"
"2027-05-06","Eze 3-5; Ps 52; Pro 21","61"
"2027-05-07","Eze 6-9; Ps 53; Pro 22","70"
"2027-05-08","Eze 10-12; Ps 54; Pro 23","75"
"2027-05-09","Eze 13-15; Ps 55; Pro 24","54"
"2027-05-10","Eze 16-18; Ps 56; Pro 25","119"
"2027-05-11","Eze 19-22; Ps 57; Pro 26","126"
"2027-05-12","Eze 23-25; Ps 58; Pro 27","93"
"2027-05-13","Eze 26-28; Ps 59; Pro 28","83"
"2027-05-14","Eze 29-31; Ps 60; Pro 29","65"
"2027-05-15","Eze 32-35; Ps 61; Pro 30","111"
"2027-05-16","Eze 36-38; Ps 62; Pro 31","89"
"2027-05-17","Eze 39-41; Ps 63; Pro 1","104"
"2027-05-18","Eze 42-44; Ps 64; Pro 2","78"
"2027-05-19","Eze 45-48; Ps 65; Pro 3","107"
"2027-05-20","Dan 1-3; Ps 66; Pro 4","100"
"2027-05-21","Dan 4-6; Ps 67; Pro 5","96"
"2027-05-22","Dan 7-9; Ps 68; Pro 6","82"
"2027-05-23","Dan 10-12; Hos 1; Ps 69; Pro 7","90"
"2027-05-24","Hos 2-4; Ps 70; Pro 8","47"
"2027-05-25","Hos 5-7; Ps 71; Pro 9","42"
"2027-05-26","Hos 8-11; Ps 72; Pro 10","58"
"2027-05-27","Hos 12-14; Ps 73; Pro 11","39"
"2027-05-28","Joe 1-3; Ps 74; Pro 12","73"
"2027-05-29","Amo 1-3; Ps 75; Pro 13","46"
"2027-05-30","Amo 4-7; Ps 76; Pro 14","71"
"2027-05-31","Amo 8-9; Oba; Ps 77; Pro 15","50"
"2027-06-01","Jon 1-3; Ps 78; Pro 16","37"
"2027-06-02","Jon 4; Mic 1-2; Ps 79; Pro 17","40"
"2027-06-03","Mic 3-6; Ps 80; Pro 18","56"
"2027-06-04","Mic 7; Nah 1-2; Ps 81; Pro 19","48"
"2027-06-05","Nah 3; Hab 1-2; Ps 82; Pro 20","56"
"2027-06-06","Hab 3; Zep 1-2; Ps 83; Pro 21","52"
"2027-06-07","Zep 3; Hag 1-2; Zec 1; Ps 84; Pro 22","79"
"2027-06-08","Zec 2-4; Ps 85; Pro 23","37"
"2027-06-09","Zec 5-7; Ps 86; Pro 24","40"
"2027-06-10","Zec 8-10; Ps 87; Pro 25","52"
"2027-06-11","Zec 11-14; Ps 88; Pro 26","61"
"2027-06-12","Mal 1-3; Ps 89; Pro 27","49"
"2027-06-13","Mal 4; Mat 1-2; Ps 90; Pro 28","54"
"2027-06-14","Mat 3-5; Ps 91; Pro 29","90"
"2027-06-15","Mat 6-9; Ps 92; Pro 30","135"
"2027-06-16","Mat 10-12; Ps 93; Pro 31","122"
"2027-06-17","Mat 13-15; Ps 94; Pro 1","133"
"2027-06-18","Mat 16-18; Ps 95; Pro 2","90"
"2027-06-19","Mat 19-22; Ps 96; Pro 3","156"
"2027-06-20","Mat 23-25; Ps 97; Pro 4","136"
"2027-06-21","Mat 26-28; Ps 98; Pro 5","161"
"2027-06-22","Mk 1-3; Ps 99; Pro 6","108"
"2027-06-23","Mk 4-7; Ps 100; Pro 7","177"
"2027-06-24","Mk 8-10; Ps 101; Pro 8","140"
"2027-06-25","Mk 11-13; Ps 102; Pro 9","114"
"2027-06-26","Mk 14-16; Luk 1; Ps 103; Pro 10","219"
"2027-06-27","Luk 2-4; Ps 104; Pro 11","134"
"2027-06-28","Luk 5-7; Ps 105; Pro 12","138"
"2027-06-29","Luk 8-10; Ps 106; Pro 13","160"
"2027-06-30","Luk 11-14; Ps 107; Pro 14","183"
"2027-07-01","Luk 15-17; Ps 108; Pro 15","100"
"2027-07-02","Luk 18-20; Ps 109; Pro 16","138"
"2027-07-03","Luk 21-23; Ps 110; Pro 17","165"
"2027-07-04","Luk 24; John 1-3; Ps 111; Pro 18","165"
"2027-07-05","John 4-6; Ps 112; Pro 19","172"
"2027-07-06","John 7-9; Ps 113; Pro 20","153"
"2027-07-07","John 10-12; Ps 114; Pro 21","149"
"2027-07-08","John 13-16; Ps 115; Pro 22","129"
"2027-07-09","John 17-19; Ps 116; Pro 23","108"
"2027-07-10","John 20-21; Acts 1; Ps 117; Pro 24","82"
"2027-07-11","Acts 2-4; Ps 118; Pro 25","110"
"2027-07-12","Acts 5-8; Ps 119; Pro 26","157"
"2027-07-13","Acts 9-11; Ps 120; Pro 27","121"
"2027-07-14","Acts 12-14; Ps 121; Pro 28","105"
"2027-07-15","Acts 15-17; Ps 122; Pro 29","115"
"2027-07-16","Acts 18-21; Ps 123; Pro 30","147"
"2027-07-17","Acts 22-24; Ps 124; Pro 31","92"
"2027-07-18","Acts 25-27; Ps 125; Pro 1","103"
"2027-07-19","Acts 28; Rom 1-2; Ps 126; Pro 2","92"
"2027-07-20","Rom 3-6; Ps 127; Pro 3","100"
"2027-07-21","Rom 7-9; Ps 128; Pro 4","97"
"2027-07-22","Rom 10-12; Ps 129; Pro 5","78"
"2027-07-23","Rom 13-15; Ps 130; Pro 6","70"
"2027-07-24","Rom 16; 1 Co 1-3; Ps 131; Pro 7","97"
"2027-07-25","1 Co 4-6; Ps 132; Pro 8","54"
"2027-07-26","1 Co 7-9; Ps 133; Pro 9","80"
"2027-07-27","1 Co 10-12; Ps 134; Pro 10","98"
"2027-07-28","1 Co 13-16; Ps 135; Pro 11","135"
"2027-07-29","2 Co 1-3; Ps 136; Pro 12","59"
"2027-07-30","2 Co 4-6; Ps 137; Pro 13","57"
"2027-07-31","2 Co 7-10; Ps 138; Pro 14","73"
"2027-08-01","2 Co 11-13; Ps 139; Pro 15","68"
"2027-08-02","Gal 1-3; Ps 140; Pro 16","74"
"2027-08-03","Gal 4-6; Ps 141; Pro 17","75"
"2027-08-04","Eph 1-4; Ps 142; Pro 18","98"
"2027-08-05","Eph 5-6; Phil 1; Ps 143; Pro 19","87"
"2027-08-06","Phil 2-4; Ps 144; Pro 20","74"
"2027-08-07","Col 1-3; Ps 145; Pro 21","77"
"2027-08-08","Col 4; 1 Th 1-3; Ps 146; Pro 22","61"
"2027-08-09","1 Th 4-5; 2 Th 1; Ps 147; Pro 23","58"
"2027-08-10","2 Th 2-3; 1 Ti 1; Ps 148; Pro 24","55"
"2027-08-11","1 Ti 2-4; Ps 149; Pro 25","47"
"2027-08-12","1 Ti 5-6; 2 Ti 1-2; Ps 150; Pro 26","90"
"2027-08-13","2 Ti 3-4; Tit 1; Ps 1; Pro 27","55"
"2027-08-14","Tit 2-3; Phlm; Ps 2; Pro 28","55"
"2027-08-15","Heb 1-3; Ps 3; Pro 29","51"
"2027-08-16","Heb 4-7; Ps 4; Pro 30","78"
"2027-08-17","Heb 8-10; Ps 5; Pro 31","80"
"2027-08-18","Heb 11-13; Ps 6; Pro 1","94"
"2027-08-19","Jam 1-3; Ps 7; Pro 2","71"
"2027-08-20","Jam 4-5; 1 Pe 1-2; Ps 8; Pro 3","87"
"2027-08-21","1 Pe 3-5; Ps 9; Pro 4","55"
"2027-08-22","2 Pe 1-3; Ps 10; Pro 5","61"
"2027-08-23","1 Jn 1-3; Ps 11; Pro 6","63"
"2027-08-24","1 Jn 4-5; 2 Jn; 3 Jn; Ps 12; Pro 7","69"
"2027-08-25","Jude; Rev 1-2; Ps 13; Pro 8","74"
"2027-08-26","Rev 3-5; Ps 14; Pro 9","47"
"2027-08-27","Rev 6-8; Ps 15; Pro 10","47"
"2027-08-28","Rev 9-12; Ps 16; Pro 11","68"
"2027-08-29","Rev 13-15; Ps 17; Pro 12","46"
"2027-08-30","Rev 16-18; Ps 18; Pro 13","63"
"2027-08-31","Rev 19-22; Ps 19; Pro 14","83"
