"Date","Passage"
"2026-10-23","Deut 17-19","63"
"2026-10-24","Deut 20-22","73"
"2026-10-25","Deut 23-26","85"
"2026-10-26","Deut 27-29","123"
"2026-10-27","Deut 30-32","102"
"2026-10-28","Deut 33-34; Josh 1","59"
"2026-10-29","Josh 2-5","80"
"2026-10-30","Josh 6-8","88"
"2026-10-31","Josh 9-11","93"
"2026-11-01","Josh 12-14","72"
"2026-11-02","Josh 15-18","119"
"2026-11-03","Josh 19-21","105"
"2026-11-04","Josh 22-24","83"
"2026-11-05","Jdg 1-3","90"
"2026-11-06","Jdg 4-7","120"
"2026-11-07","Jdg 8-10","110"
"2026-11-08","Jdg 11-13","80"
"2026-11-09","Jdg 14-17","84"
"2026-11-10","Jdg 18-20","109"
"2026-11-11","Jdg 21; Rut 1-2","70"
"2026-11-12","Rut 3-4; 1 Sa 1","68"
"2026-11-13","1 Sa 2-5","91"
"2026-11-14","1 Sa 6-8","60"
"2026-11-15","1 Sa 9-11","69"
"2026-11-16","1 Sa 12-14","100"
"2026-11-17","1 Sa 15-18","146"
"2026-11-18","1 Sa 19-21","81"
"2026-11-19","1 Sa 22-24","74"
"2026-11-20","1 Sa 25-27","81"
"2026-11-21","1 Sa 28-31","80"
"2026-11-22","2 Sa 1-3","98"
"2026-11-23","2 Sa 4-6","60"
"2026-11-24","2 Sa 7-9","60"
"2026-11-25","2 Sa 10-13","116"
"2026-11-26","2 Sa 14-16","93"
"2026-11-27","2 Sa 17-19","105"
"2026-11-28","2 Sa 20-22","99"
"2026-11-29","2 Sa 23-24; 1 Kgs 1-2","163"
"2026-11-30","1 Kgs 3-5","80"
"2026-12-01","1 Kgs 6-8","155"
"2026-12-02","1 Kgs 9-11","100"
"2026-12-03","1 Kgs 12-15","132"
"2026-12-04","1 Kgs 16-18","104"
"2026-12-05","1 Kgs 19-21","93"
"2026-12-06","1 Kgs 22; 2 Kgs 1-2","96"
"2026-12-07","2 Kgs 3-6","131"
"2026-12-08","2 Kgs 7-9","86"
"2026-12-09","2 Kgs 10-12","78"
"2026-12-10","2 Kgs 13-16","112"
"2026-12-11","2 Kgs 17-19","115"
"2026-12-12","2 Kgs 20-22","67"
"2026-12-13","2 Kgs 23-25","87"
"2026-12-14","1 Chr 1-4","176"
"2026-12-15","1 Chr 5-7","147"
"2026-12-16","1 Chr 8-10","98"
"2026-12-17","1 Chr 11-13","101"
"2026-12-18","1 Chr 14-17","116"
"2026-12-19","1 Chr 18-20","44"
"2026-12-20","1 Chr 21-23","81"
"2026-12-21","1 Chr 24-26","94"
"2026-12-22","1 Chr 27-29; 2 Chr 1","102"
"2026-12-23","2 Chr 2-4","57"
"2026-12-24","2 Chr 5-7","78"
"2026-12-25","2 Chr 8-10","68"
"2026-12-26","2 Chr 11-14","76"
"2026-12-27","2 Chr 15-17","52"
"2026-12-28","2 Chr 18-20","82"
"2026-12-29","2 Chr 21-23","53"
"2026-12-30","2 Chr 24-27","87"
"2026-12-31","2 Chr 28-30","90"
"2027-01-01","2 Chr 31-33","79"
"2027-01-02","2 Chr 34-36","83"
"2027-01-03","Ezr 1-4","118"
"2027-01-04","Ezr 5-7","67"
"2027-01-05","Ezr 8-10","95"
"2027-01-06","Neh 1-3","63"
"2027-01-07","Neh 4-7","134"
"2027-01-08","Neh 8-10","95"
"2027-01-09","Neh 11-13","114"
"2027-01-10","Est 1-3","60"
"2027-01-11","Est 4-7","55"
"2027-01-12","Est 8-10","52"
"2027-01-13","Job 1-3","61"
"2027-01-14","Job 4-7","99"
"2027-01-15","Job 8-10","79"
"2027-01-16","Job 11-13","73"
"2027-01-17","Job 14-16","79"
"2027-01-18","Job 17-20","95"
"2027-01-19","Job 21-23","81"
"2027-01-20","Job 24-26","45"
"2027-01-21","Job 27-29","76"
"2027-01-22","Job 30-33","126"
"2027-01-23","Job 34-36","86"
"2027-01-24","Job 37-39","95"
"2027-01-25","Job 40-42","75"
"2027-01-26","Ps 1-4","34"
"2027-01-27","Ps 5-7","39"
"2027-01-28","Ps 8-10","47"
"2027-01-29","Ps 11-13","21"
"2027-01-30","Ps 14-17","38"
"2027-01-31","Ps 18-20","73"
"2027-02-01","Ps 21-23","50"
"2027-02-02","Ps 24-26","44"
"2027-02-03","Ps 27-30","46"
"2027-02-04","Ps 31-33","57"
"2027-02-05","Ps 34-36","62"
"2027-02-06","Ps 37-39","75"
"2027-02-07","Ps 40-43","46"
"2027-02-08","Ps 44-46","54"
"2027-02-09","Ps 47-49","43"
"2027-02-10","Ps 50-52","51"
"2027-02-11","Ps 53-56","49"
"2027-02-12","Ps 57-59","39"
"2027-02-13","Ps 60-62","32"
"2027-02-14","Ps 63-66","54"
"2027-02-15","Ps 67-69","78"
"2027-02-16","Ps 70-72","49"
"2027-02-17","Ps 73-75","61"
"2027-02-18","Ps 76-79","117"
"2027-02-19","Ps 80-82","43"
"2027-02-20","Ps 83-85","43"
"2027-02-21","Ps 86-88","42"
"2027-02-22","Ps 89-92","100"
"2027-02-23","Ps 93-95","39"
"2027-02-24","Ps 96-98","34"
"2027-02-25","Ps 99-101","22"
"2027-02-26","Ps 102-105","130"
"2027-02-27","Ps 106-108","104"
"2027-02-28","Ps 109-111","48"
"2027-03-01","Ps 112-114","27"
"2027-03-02","Ps 115-118","68"
"2027-03-03","Ps 119-121","191"
"2027-03-04","Ps 122-124","21"
"2027-03-05","Ps 125-127","16"
"2027-03-06","Ps 128-131","25"
"2027-03-07","Ps 132-134","24"
"2027-03-08","Ps 135-137","56"
"2027-03-09","Ps 138-140","45"
"2027-03-10","Ps 141-144","44"
"2027-03-11","Ps 145-147","51"
"2027-03-12","Ps 148-150","29"
"2027-03-13","Pro 1-3","90"
"2027-03-14","Pro 4-7","112"
"2027-03-15","Pro 8-10","86"
"2027-03-16","Pro 11-13","84"
"2027-03-17","Pro 14-16","101"
"2027-03-18","Pro 17-20","111"
"2027-03-19","Pro 21-23","95"
"2027-03-20","Pro 24-26","90"
"2027-03-21","Pro 27-30","115"
"2027-03-22","Pro 31; Ecc 1-2","75"
"2027-03-23","Ecc 3-5","58"
"2027-03-24","Ecc 6-8","58"
"2027-03-25","Ecc 9-12","62"
"2027-03-26","Sos 1-3","45"
"2027-03-27","Sos 4-6","45"
"2027-03-28","Sos 7-8; Isa 1","58"
"2027-03-29","Isa 2-5","84"
"2027-03-30","Isa 6-8","60"
"2027-03-31","Isa 9-11","71"
"2027-04-01","Isa 12-14","60"
"2027-04-02","Isa 15-18","44"
"2027-04-03","Isa 19-21","48"
"2027-04-04","Isa 22-24","66"
"2027-04-05","Isa 25-27","46"
"2027-04-06","Isa 28-31","95"
"2027-04-07","Isa 32-34","61"
"2027-04-08","Isa 35-37","70"
"2027-04-09","Isa 38-40","61"
"2027-04-10","Isa 41-44","110"
"2027-04-11","Isa 45-47","53"
"2027-04-12","Isa 48-50","59"
"2027-04-13","Isa 51-53","50"
"2027-04-14","Isa 54-57","63"
"2027-04-15","Isa 58-60","57"
"2027-04-16","Isa 61-63","42"
"2027-04-17","Isa 64-66","61"
"2027-04-18","Jer 1-4","112"
"2027-04-19","Jer 5-7","95"
"2027-04-20","Jer 8-10","73"
"2027-04-21","Jer 11-14","89"
"2027-04-22","Jer 15-17","69"
"2027-04-23","Jer 18-20","56"
"2027-04-24","Jer 21-23","84"
"2027-04-25","Jer 24-27","94"
"2027-04-26","Jer 28-30","73"
"2027-04-27","Jer 31-33","110"
"2027-04-28","Jer 34-36","73"
"2027-04-29","Jer 37-40","83"
"2027-04-30","Jer 41-43","53"
"2027-05-01","Jer 44-46","63"
"2027-05-02","Jer 47-49","93"
"2027-05-03","Jer 50-52; Lam 1","166"
"2027-05-04","Lam 2-4","110"
"2027-05-05","Lam 5; Eze 1-2","60"
"2027-05-06","Eze 3-5","61"
"2027-05-07","Eze 6-9","70"
"2027-05-08","Eze 10-12","75"
"2027-05-09","Eze 13-15","54"
"2027-05-10","Eze 16-18","119"
"2027-05-11","Eze 19-22","126"
"2027-05-12","Eze 23-25","93"
"2027-05-13","Eze 26-28","83"
"2027-05-14","Eze 29-31","65"
"2027-05-15","Eze 32-35","111"
"2027-05-16","Eze 36-38","89"
"2027-05-17","Eze 39-41","104"
"2027-05-18","Eze 42-44","78"
"2027-05-19","Eze 45-48","107"
"2027-05-20","Dan 1-3","100"
"2027-05-21","Dan 4-6","96"
"2027-05-22","Dan 7-9","82"
"2027-05-23","Dan 10-12; Hos 1","90"
"2027-05-24","Hos 2-4","47"
"2027-05-25","Hos 5-7","42"
"2027-05-26","Hos 8-11","58"
"2027-05-27","Hos 12-14","39"
"2027-05-28","Joe 1-3","73"
"2027-05-29","Amo 1-3","46"
"2027-05-30","Amo 4-7","71"
"2027-05-31","Amo 8-9; Oba","50"
"2027-06-01","Jon 1-3","37"
"2027-06-02","Jon 4; Mic 1-2","40"
"2027-06-03","Mic 3-6","56"
"2027-06-04","Mic 7; Nah 1-2","48"
"2027-06-05","Nah 3; Hab 1-2","56"
"2027-06-06","Hab 3; Zep 1-2","52"
"2027-06-07","Zep 3; Hag 1-2; Zec 1","79"
"2027-06-08","Zec 2-4","37"
"2027-06-09","Zec 5-7","40"
"2027-06-10","Zec 8-10","52"
"2027-06-11","Zec 11-14","61"
"2027-06-12","Mal 1-3","49"
"2027-06-13","Mal 4; Mat 1-2","54"
"2027-06-14","Mat 3-5","90"
"2027-06-15","Mat 6-9","135"
"2027-06-16","Mat 10-12","122"
"2027-06-17","Mat 13-15","133"
"2027-06-18","Mat 16-18","90"
"2027-06-19","Mat 19-22","156"
"2027-06-20","Mat 23-25","136"
"2027-06-21","Mat 26-28","161"
"2027-06-22","Mk 1-3","108"
"2027-06-23","Mk 4-7","177"
"2027-06-24","Mk 8-10","140"
"2027-06-25","Mk 11-13","114"
"2027-06-26","Mk 14-16; Luk 1","219"
"2027-06-27","Luk 2-4","134"
"2027-06-28","Luk 5-7","138"
"2027-06-29","Luk 8-10","160"
"2027-06-30","Luk 11-14","183"
"2027-07-01","Luk 15-17","100"
"2027-07-02","Luk 18-20","138"
"2027-07-03","Luk 21-23","165"
"2027-07-04","Luk 24; John 1-3","165"
"2027-07-05","John 4-6","172"
"2027-07-06","John 7-9","153"
"2027-07-07","John 10-12","149"
"2027-07-08","John 13-16","129"
"2027-07-09","John 17-19","108"
"2027-07-10","John 20-21; Acts 1","82"
"2027-07-11","Acts 2-4","110"
"2027-07-12","Acts 5-8","157"
"2027-07-13","Acts 9-11","121"
"2027-07-14","Acts 12-14","105"
"2027-07-15","Acts 15-17","115"
"2027-07-16","Acts 18-21","147"
"2027-07-17","Acts 22-24","92"
"2027-07-18","Acts 25-27","103"
"2027-07-19","Acts 28; Rom 1-2","92"
"2027-07-20","Rom 3-6","100"
"2027-07-21","Rom 7-9","97"
"2027-07-22","Rom 10-12","78"
"2027-07-23","Rom 13-15","70"
"2027-07-24","Rom 16; 1 Co 1-3","97"
"2027-07-25","1 Co 4-6","54"
"2027-07-26","1 Co 7-9","80"
"2027-07-27","1 Co 10-12","98"
"2027-07-28","1 Co 13-16","135"
"2027-07-29","2 Co 1-3","59"
"2027-07-30","2 Co 4-6","57"
"2027-07-31","2 Co 7-10","73"
"2027-08-01","2 Co 11-13","68"
"2027-08-02","Gal 1-3","74"
"2027-08-03","Gal 4-6","75"
"2027-08-04","Eph 1-4","98"
"2027-08-05","Eph 5-6; Phil 1","87"
"2027-08-06","Phil 2-4","74"
"2027-08-07","Col 1-3","77"
"2027-08-08","Col 4; 1 Th 1-3","61"
"2027-08-09","1 Th 4-5; 2 Th 1","58"
"2027-08-10","2 Th 2-3; 1 Ti 1","55"
"2027-08-11","1 Ti 2-4","47"
"2027-08-12","1 Ti 5-6; 2 Ti 1-2","90"
"2027-08-13","2 Ti 3-4; Tit 1","55"
"2027-08-14","Tit 2-3; Phlm","55"
"2027-08-15","Heb 1-3","51"
"2027-08-16","Heb 4-7","78"
"2027-08-17","Heb 8-10","80"
"2027-08-18","Heb 11-13","94"
"2027-08-19","Jam 1-3","71"
"2027-08-20","Jam 4-5; 1 Pe 1-2","87"
"2027-08-21","1 Pe 3-5","55"
"2027-08-22","2 Pe 1-3","61"
"2027-08-23","1 Jn 1-3","63"
"2027-08-24","1 Jn 4-5; 2 Jn; 3 Jn","69"
"2027-08-25","Jude; Rev 1-2","74"
"2027-08-26","Rev 3-5","47"
"2027-08-27","Rev 6-8","47"
"2027-08-28","Rev 9-12","68"
"2027-08-29","Rev 13-15","46"
"2027-08-30","Rev 16-18","63"
"2027-08-31","Rev 19-22","83"
