"Date","Passage"
"2026-12-25","1 Sa 13-15","110"
"2026-12-26","1 Sa 16-17; John 18","121"
"2026-12-27","1 Sa 18-20; John 19","138"
"2026-12-28","Ps 11, 59; Mat 28","44"
"2026-12-29","1 Sa 21-23","67"
"2026-12-30","1 Sa 24; Ps 7; Mk 16","59"
"2026-12-31","Ps 27, 31, 34; Luk 24","113"
"2027-01-01","Ps 52, 56, 120","29"
"2027-01-02","Ps 140-141; John 20","54"
"2027-01-03","Ps 142; 1 Sa 25-26; John 21","101"
"2027-01-04","1 Sa 27; Ps 17; Acts 1","53"
"2027-01-05","Ps 35, 54, 63","46"
"2027-01-06","1 Sa 28-29; Acts 2","83"
"2027-01-07","1 Sa 30-31; Ps 18; Acts 3","120"
"2027-01-08","Ps 121, 123","12"
"2027-01-09","Ps 124-125, 128; Acts 4","56"
"2027-01-10","Ps 129-130; Acts 5","58"
"2027-01-11","2 Sa 1-3; Acts 6","113"
"2027-01-12","2 Sa 4; Ps 6, 8","31"
"2027-01-13","Ps 9-10; Acts 7","98"
"2027-01-14","Ps 14, 16, 19; Acts 8","72"
"2027-01-15","Ps 21; 1 Chr 1","67"
"2027-01-16","1 Chr 2; Ps 43-44; Acts 9","129"
"2027-01-17","Ps 45, 49; Acts 10","85"
"2027-01-18","Ps 84-85, 87; Acts 11","62"
"2027-01-19","1 Chr 3-4","67"
"2027-01-20","1 Chr 5; Ps 73, 77; Acts 12","99"
"2027-01-21","Ps 78; 1 Chr 6; Acts 13","205"
"2027-01-22","Ps 81, 88, 92","49"
"2027-01-23","Ps 93; 1 Chr 7-8; Acts 14","113"
"2027-01-24","1 Chr 9-10; Jam 1","85"
"2027-01-25","Ps 102-104","85"
"2027-01-26","2 Sa 5; 1 Chr 11; Jam 2","98"
"2027-01-27","1 Chr 12; Ps 133, 106; Jam 3","109"
"2027-01-28","Ps 107; 1 Chr 13; Jam 4","74"
"2027-01-29","1 Chr 14-16","89"
"2027-01-30","Ps 1-2; Jam 5","38"
"2027-01-31","Ps 15, 22-23; Acts 15","83"
"2027-02-01","Ps 24, 47","19"
"2027-02-02","Ps 68, 89, 96; Acts 16","140"
"2027-02-03","Ps 100-101, 105; Gal 1","82"
"2027-02-04","Ps 132; 2 Sa 6; Gal 2","62"
"2027-02-05","2 Sa 7; 1 Chr 17; Ps 25","78"
"2027-02-06","Ps 29, 33; Gal 3","62"
"2027-02-07","Ps 36, 39; 2 Sa 8; Gal 4","74"
"2027-02-08","2 Sa 9; 1 Chr 18","30"
"2027-02-09","Ps 50, 53, 60; Gal 5","67"
"2027-02-10","Ps 75; 2 Sa 10; Gal 6","47"
"2027-02-11","1 Chr 19; Ps 20, 65; Acts 17","75"
"2027-02-12","Ps 66-67","27"
"2027-02-13","Ps 69-70; 2 Sa 11; 1 Th 1","78"
"2027-02-14","2 Sa 12; 1 Chr 20; Ps 32; 1 Th 2","70"
"2027-02-15","Ps 51, 86","36"
"2027-02-16","Ps 122; 2 Sa 13-14; 1 Th 3","94"
"2027-02-17","2 Sa 15; Ps 3; 1 Th 4","63"
"2027-02-18","Ps 4, 12-13; 1 Th 5","50"
"2027-02-19","Ps 28, 55","32"
"2027-02-20","2 Sa 16-18; 2 Th 1","97"
"2027-02-21","Ps 26, 40; 2 Th 2","46"
"2027-02-22","Ps 58, 61-62","31"
"2027-02-23","Ps 64; 2 Sa 19; 2 Th 3","71"
"2027-02-24","2 Sa 20-21; Ps 5; Acts 18","88"
"2027-02-25","Ps 38, 41-42; Acts 19","87"
"2027-02-26","2 Sa 22-23","90"
"2027-02-27","Ps 57, 95, 97; 1 Co 1","65"
"2027-02-28","Ps 98-99; 1 Co 2","34"
"2027-03-01","2 Sa 24; 1 Chr 21-22","74"
"2027-03-02","Ps 30, 108; 1 Co 3","48"
"2027-03-03","Ps 109-110; 1 Chr 23; 1 Co 4","91"
"2027-03-04","1 Chr 24-25; 1 Co 5","75"
"2027-03-05","Ps 131, 138-139","35"
"2027-03-06","Ps 143-144; 1 Co 6","47"
"2027-03-07","Ps 145; 1 Chr 26-27; 1 Co 7","127"
"2027-03-08","1 Chr 28-29; Ps 127","56"
"2027-03-09","Ps 111-112; 1 Co 8","33"
"2027-03-10","Ps 113-115; 1 Co 9","62"
"2027-03-11","Ps 116-117; 1 Co 10","54"
"2027-03-12","Ps 118; 1 Kgs 1-2","128"
"2027-03-13","Ps 37, 71; 1 Co 11","98"
"2027-03-14","Ps 94, 119; 1 Kgs 3; 1 Co 12","258"
"2027-03-15","1 Kgs 4; 2 Chr 1","51"
"2027-03-16","Ps 72; Sos 1-2; 1 Co 13","67"
"2027-03-17","Sos 3-4; 1 Co 14","67"
"2027-03-18","Sos 5-7; 1 Co 15","100"
"2027-03-19","Sos 8; Pro 1-2","69"
"2027-03-20","Pro 3-4; 1 Co 16","86"
"2027-03-21","Pro 5-7; 2 Co 1","109"
"2027-03-22","Pro 8-9","54"
"2027-03-23","Pro 10-12; 2 Co 2","108"
"2027-03-24","Pro 13-14; 2 Co 3","78"
"2027-03-25","Pro 15-17; 2 Co 4","112"
"2027-03-26","Pro 18-19","53"
"2027-03-27","Pro 20-22; 2 Co 5","111"
"2027-03-28","Pro 23-24; 2 Co 6","87"
"2027-03-29","1 Kgs 5-6; 2 Chr 2","74"
"2027-03-30","2 Chr 3; 1 Kgs 7; 2 Chr 4; 2 Co 7","106"
"2027-03-31","1 Kgs 8; 2 Chr 5; 2 Co 8","104"
"2027-04-01","2 Chr 6-7; Ps 136; 2 Co 9","105"
"2027-04-02","Ps 134, 146","13"
"2027-04-03","Ps 147-149; 2 Co 10","61"
"2027-04-04","Ps 150; 1 Kgs 9; 2 Co 11","67"
"2027-04-05","2 Chr 8; Pro 25-26","74"
"2027-04-06","Pro 27-28; 2 Co 12","76"
"2027-04-07","Pro 29; Ecc 1-2; 2 Co 13","85"
"2027-04-08","Ecc 3-4","38"
"2027-04-09","Ecc 5-7; Rom 1","93"
"2027-04-10","Ecc 8-10; Rom 2","84"
"2027-04-11","Ecc 11-12; Rom 3","55"
"2027-04-12","1 Kgs 10-11; 2 Chr 9","103"
"2027-04-13","Pro 30-31; Rom 4","89"
"2027-04-14","1 Kgs 12-14; Rom 5","119"
"2027-04-15","2 Chr 10-11","42"
"2027-04-16","2 Chr 12; 1 Kgs 15; 2 Chr 13; Rom 6","95"
"2027-04-17","2 Chr 14-15; Rom 7","59"
"2027-04-18","2 Chr 16; 1 Kgs 16; 2 Chr 17; Rom 8","106"
"2027-04-19","1 Kgs 17-18","70"
"2027-04-20","1 Kgs 19-21; Rom 9","126"
"2027-04-21","1 Kgs 22; 2 Chr 18-19; Rom 10","119"
"2027-04-22","2 Chr 20-21","57"
"2027-04-23","2 Chr 22-23; Oba; Rom 11","90"
"2027-04-24","Ps 82-83; Rom 12","47"
"2027-04-25","2 Kgs 1-3; Rom 13","84"
"2027-04-26","2 Kgs 4-5","71"
"2027-04-27","2 Kgs 6-8; Rom 14","105"
"2027-04-28","2 Kgs 9-10; Rom 15","106"
"2027-04-29","2 Kgs 11-13","67"
"2027-04-30","2 Chr 24; 2 Kgs 14; Rom 16","83"
"2027-05-01","2 Chr 25; Jon 1-2; Acts 20","93"
"2027-05-02","Jon 3-4; 2 Kgs 15; Acts 21","99"
"2027-05-03","2 Chr 26; Isa 1","54"
"2027-05-04","Isa 2-4; Acts 22","84"
"2027-05-05","Isa 5-6; Acts 23","78"
"2027-05-06","Isa 7-8; Amo 1","62"
"2027-05-07","Amo 2-3; Acts 24","58"
"2027-05-08","Amo 4-6; Acts 25","81"
"2027-05-09","Amo 7-8; Acts 26","63"
"2027-05-10","Amo 9; 2 Chr 27; Isa 9","45"
"2027-05-11","Isa 10-11; Acts 27","94"
"2027-05-12","Isa 12; Mic 1-2; Acts 28","66"
"2027-05-13","Mic 3-5","40"
"2027-05-14","Mic 6-7; Col 1","65"
"2027-05-15","2 Chr 28; 2 Kgs 16-17; Col 2","111"
"2027-05-16","Isa 13-14; Col 3","79"
"2027-05-17","Isa 15-17","37"
"2027-05-18","Isa 18-19; Col 4","50"
"2027-05-19","Isa 20-22; Phlm","73"
"2027-05-20","Isa 23-24","41"
"2027-05-21","Isa 25-27; Eph 1","69"
"2027-05-22","2 Kgs 18; 2 Chr 29; Eph 2","95"
"2027-05-23","2 Chr 30-31; Ps 48; Eph 3","83"
"2027-05-24","Hos 1-3","39"
"2027-05-25","Hos 4-5; Eph 4","66"
"2027-05-26","Hos 6-8; Eph 5","74"
"2027-05-27","Hos 9-10","32"
"2027-05-28","Hos 11-13; Eph 6","66"
"2027-05-29","Hos 14; Isa 28; Phil 1","68"
"2027-05-30","Isa 29-31; Phil 2","96"
"2027-05-31","Isa 32-33","44"
"2027-06-01","Isa 34-36; Phil 3","70"
"2027-06-02","Isa 37-38; Phil 4","83"
"2027-06-03","Isa 39; Ps 76; Isa 40","51"
"2027-06-04","Isa 41-43; 1 Ti 1","102"
"2027-06-05","Isa 44-45; 1 Ti 2","68"
"2027-06-06","Isa 46-48; 1 Ti 3","66"
"2027-06-07","2 Kgs 19; Ps 46","48"
"2027-06-08","Ps 80, 135; Isa 49; 1 Ti 4","82"
"2027-06-09","Isa 50-51; 1 Ti 5","59"
"2027-06-10","Isa 52-54","44"
"2027-06-11","Isa 55-56; 1 Ti 6","46"
"2027-06-12","Isa 57-59; Tit 1","72"
"2027-06-13","Isa 60-61; Tit 2","48"
"2027-06-14","Isa 62-64","43"
"2027-06-15","Isa 65-66; 2 Kgs 20; Tit 3","85"
"2027-06-16","2 Kgs 21; 2 Chr 32; 1 Pe 1","84"
"2027-06-17","2 Chr 33; Nah 1-2","53"
"2027-06-18","Nah 3; 2 Kgs 22; 1 Pe 2","64"
"2027-06-19","2 Kgs 23; 2 Chr 34-35; 1 Pe 3","119"
"2027-06-20","Zep 1-2","33"
"2027-06-21","Zep 3; Jer 1-2; 1 Pe 4","95"
"2027-06-22","Jer 3-4; 1 Pe 5","70"
"2027-06-23","Jer 5-7; Heb 1","109"
"2027-06-24","Jer 8-9","48"
"2027-06-25","Jer 10-12; Heb 2","83"
"2027-06-26","Jer 13-15; Heb 3","89"
"2027-06-27","Jer 16-17","48"
"2027-06-28","Jer 18-20; Heb 4","72"
"2027-06-29","Jer 21-22; Heb 5","58"
"2027-06-30","Jer 23-25; Heb 6","108"
"2027-07-01","Jer 26-27","46"
"2027-07-02","Jer 28-30; Heb 7","101"
"2027-07-03","Jer 31-32; Heb 8","97"
"2027-07-04","Jer 33-35","67"
"2027-07-05","Jer 36-37; Heb 9","81"
"2027-07-06","Jer 38-40; Heb 10","101"
"2027-07-07","Ps 74, 79; 2 Kgs 24; Heb 11","96"
"2027-07-08","2 Kgs 25; 2 Chr 36","53"
"2027-07-09","Hab 1-3; Heb 12","85"
"2027-07-10","Jer 41-42; Heb 13","65"
"2027-07-11","Jer 43-45","48"
"2027-07-12","Jer 46-47; 2 Ti 1","53"
"2027-07-13","Jer 48-50; 2 Ti 2","158"
"2027-07-14","Jer 51-52; 2 Ti 3","115"
"2027-07-15","Lam 1-3","110"
"2027-07-16","Lam 4-5; 2 Ti 4","66"
"2027-07-17","Eze 1-3; 2 Pe 1","86"
"2027-07-18","Eze 4-6","48"
"2027-07-19","Eze 7-8; 2 Pe 2","67"
"2027-07-20","Eze 9-11; 2 Pe 3","76"
"2027-07-21","Eze 12-13; Jude","76"
"2027-07-22","Eze 14-16","94"
"2027-07-23","Eze 17-18; 1 Jn 1","66"
"2027-07-24","Eze 19-21; 1 Jn 2","124"
"2027-07-25","Eze 22-23","80"
"2027-07-26","Eze 24-26; 1 Jn 3","89"
"2027-07-27","Eze 27-28; 1 Jn 4","83"
"2027-07-28","Eze 29-31; 1 Jn 5","86"
"2027-07-29","Eze 32-34","96"
"2027-07-30","Eze 35-36; 2 Jn","66"
"2027-07-31","Eze 37-39; 3 Jn","94"
"2027-08-01","Eze 40-41","75"
"2027-08-02","Eze 42-44; Rev 1","98"
"2027-08-03","Eze 45-46; Rev 2","78"
"2027-08-04","Eze 47-48; Joe 1; Rev 3","100"
"2027-08-05","Joe 2-3","53"
"2027-08-06","Dan 1-3; Rev 4","111"
"2027-08-07","Dan 4-5; Rev 5","82"
"2027-08-08","Dan 6-8","83"
"2027-08-09","Dan 9-11; Rev 6","110"
"2027-08-10","Dan 12; Ezr 1; Rev 7","41"
"2027-08-11","Ezr 2-4; Rev 8","120"
"2027-08-12","Ezr 5-6","39"
"2027-08-13","Ps 137; Hag 1-2; Rev 9","68"
"2027-08-14","Zec 1-2; Rev 10","45"
"2027-08-15","Zec 3-5","35"
"2027-08-16","Zec 6-7; Rev 11","48"
"2027-08-17","Zec 8-10; Rev 12","69"
"2027-08-18","Zec 11-12; Rev 13","49"
"2027-08-19","Zec 13-14; Est 1","52"
"2027-08-20","Est 2-4; Rev 14","75"
"2027-08-21","Est 5-6; Rev 15","36"
"2027-08-22","Est 7-9","59"
"2027-08-23","Est 10; Ezr 7; Rev 16","52"
"2027-08-24","Ezr 8-10; Rev 17","113"
"2027-08-25","Neh 1-2; Rev 18","55"
"2027-08-26","Neh 3-5","74"
"2027-08-27","Neh 6-7; Rev 19","113"
"2027-08-28","Neh 8-10; Rev 20","110"
"2027-08-29","Neh 11-12","83"
"2027-08-30","Neh 13; Ps 126; Mal 1; Rev 21","78"
"2027-08-31","Mal 2-4; Rev 22","61"
