"Date","Passage"
"2027-03-10","Isa 43-46; Ps 1; Pro 27","94"
"2027-03-11","Isa 47-50; Ps 2; Pro 28","74"
"2027-03-12","Isa 51-53; Ps 3; Pro 29","50"
"2027-03-13","Isa 54-57; Ps 4; Pro 30","63"
"2027-03-14","Isa 58-61; Ps 5; Pro 31","68"
"2027-03-15","Isa 62-65; Ps 6; Pro 1","68"
"2027-03-16","Isa 66; Jer 1-3; Ps 7; Pro 2","105"
"2027-03-17","Jer 4-6; Ps 8; Pro 3","92"
"2027-03-18","Jer 7-10; Ps 9; Pro 4","107"
"2027-03-19","Jer 11-14; Ps 10; Pro 5","89"
"2027-03-20","Jer 15-18; Ps 11; Pro 6","92"
"2027-03-21","Jer 19-22; Ps 12; Pro 7","77"
"2027-03-22","Jer 23-25; Ps 13; Pro 8","88"
"2027-03-23","Jer 26-29; Ps 14; Pro 9","95"
"2027-03-24","Jer 30-33; Ps 15; Pro 10","134"
"2027-03-25","Jer 34-37; Ps 16; Pro 11","94"
"2027-03-26","Jer 38-41; Ps 17; Pro 12","80"
"2027-03-27","Jer 42-44; Ps 18; Pro 13","65"
"2027-03-28","Jer 45-48; Ps 19; Pro 14","87"
"2027-03-29","Jer 49-52; Ps 20; Pro 15","183"
"2027-03-30","Lam 1-4; Ps 21; Pro 16","132"
"2027-03-31","Lam 5; Eze 1-3; Ps 22; Pro 17","87"
"2027-04-01","Eze 4-6; Ps 23; Pro 18","48"
"2027-04-02","Eze 7-10; Ps 24; Pro 19","78"
"2027-04-03","Eze 11-14; Ps 25; Pro 20","99"
"2027-04-04","Eze 15-18; Ps 26; Pro 21","127"
"2027-04-05","Eze 19-22; Ps 27; Pro 22","126"
"2027-04-06","Eze 23-25; Ps 28; Pro 23","93"
"2027-04-07","Eze 26-29; Ps 29; Pro 24","104"
"2027-04-08","Eze 30-33; Ps 30; Pro 25","109"
"2027-04-09","Eze 34-37; Ps 31; Pro 26","112"
"2027-04-10","Eze 38-40; Ps 32; Pro 27","101"
"2027-04-11","Eze 41-44; Ps 33; Pro 28","104"
"2027-04-12","Eze 45-48; Ps 34; Pro 29","107"
"2027-04-13","Dan 1-4; Ps 35; Pro 30","137"
"2027-04-14","Dan 5-8; Ps 36; Pro 31","114"
"2027-04-15","Dan 9-11; Ps 37; Pro 1","93"
"2027-04-16","Dan 12; Hos 1-3; Ps 38; Pro 2","52"
"2027-04-17","Hos 4-7; Ps 39; Pro 3","61"
"2027-04-18","Hos 8-11; Ps 40; Pro 4","58"
"2027-04-19","Hos 12-14; Joe 1; Ps 41; Pro 5","59"
"2027-04-20","Joe 2-3; Amo 1; Ps 42; Pro 6","68"
"2027-04-21","Amo 2-5; Ps 43; Pro 7","71"
"2027-04-22","Amo 6-9; Ps 44; Pro 8","60"
"2027-04-23","Oba; Jon 1-3; Ps 45; Pro 9","58"
"2027-04-24","Jon 4; Mic 1-3; Ps 46; Pro 10","52"
"2027-04-25","Mic 4-6; Ps 47; Pro 11","44"
"2027-04-26","Mic 7; Nah 1-3; Ps 48; Pro 12","67"
"2027-04-27","Hab 1-3; Zep 1; Ps 49; Pro 13","74"
"2027-04-28","Zep 2-3; Hag 1-2; Ps 50; Pro 14","73"
"2027-04-29","Zec 1-4; Ps 51; Pro 15","58"
"2027-04-30","Zec 5-7; Ps 52; Pro 16","40"
"2027-05-01","Zec 8-11; Ps 53; Pro 17","69"
"2027-05-02","Zec 12-14; Mal 1; Ps 54; Pro 18","58"
"2027-05-03","Mal 2-4; Tob 1; Ps 55; Pro 19","63"
"2027-05-04","Tob 2-5; Ps 56; Pro 20","74"
"2027-05-05","Tob 6-8; Ps 57; Pro 21","56"
"2027-05-06","Tob 9-12; Ps 58; Pro 22","59"
"2027-05-07","Tob 13-14; Jud 1-2; Ps 59; Pro 23","77"
"2027-05-08","Jud 3-6; Ps 60; Pro 24","70"
"2027-05-09","Jud 7-10; Ps 61; Pro 25","105"
"2027-05-10","Jud 11-13; Ps 62; Pro 26","63"
"2027-05-11","Jud 14-16; AddEst 1; Ps 63; Pro 27","74"
"2027-05-12","AddEst 2-5; Ps 64; Pro 28","55"
"2027-05-13","AddEst 6; Wis 1-3; Ps 65; Pro 29","65"
"2027-05-14","Wis 4-7; Ps 66; Pro 30","98"
"2027-05-15","Wis 8-10; Ps 67; Pro 31","60"
"2027-05-16","Wis 11-14; Ps 68; Pro 1","103"
"2027-05-17","Wis 15-18; Ps 69; Pro 2","94"
"2027-05-18","Wis 19; Sir 1-3; Ps 70; Pro 3","101"
"2027-05-19","Sir 4-7; Ps 71; Pro 4","119"
"2027-05-20","Sir 8-10; Ps 72; Pro 5","68"
"2027-05-21","Sir 11-14; Ps 73; Pro 6","105"
"2027-05-22","Sir 15-18; Ps 74; Pro 7","113"
"2027-05-23","Sir 19-22; Ps 75; Pro 8","115"
"2027-05-24","Sir 23-26; Ps 76; Pro 9","119"
"2027-05-25","Sir 27-29; Ps 77; Pro 10","79"
"2027-05-26","Sir 30-33; Ps 78; Pro 11","112"
"2027-05-27","Sir 34-37; Ps 79; Pro 12","111"
"2027-05-28","Sir 38-41; Ps 80; Pro 13","114"
"2027-05-29","Sir 42-45; Ps 81; Pro 14","101"
"2027-05-30","Sir 46-48; Ps 82; Pro 15","66"
"2027-05-31","Sir 49-50; Bar 1-2; Ps 83; Pro 16","116"
"2027-06-01","Bar 3-5; LetJer; Ps 84; Pro 17","156"
"2027-06-02","S3y; Sus; Bel; 1 Mac 1; Ps 85; Pro 18","238"
"2027-06-03","1 Mac 2-5; Ps 86; Pro 19","259"
"2027-06-04","1 Mac 6-8; Ps 87; Pro 20","145"
"2027-06-05","1 Mac 9-12; Ps 88; Pro 21","289"
"2027-06-06","1 Mac 13-16; Ps 89; Pro 22","167"
"2027-06-07","2 Mac 1-4; Ps 90; Pro 23","158"
"2027-06-08","2 Mac 5-8; Ps 91; Pro 24","136"
"2027-06-09","2 Mac 9-11; Ps 92; Pro 25","105"
"2027-06-10","2 Mac 12-15; Ps 93; Pro 26","156"
"2027-06-11","1 Es 1-4; Ps 94; Pro 27","175"
"2027-06-12","1 Es 5-8; Ps 95; Pro 28","218"
"2027-06-13","1 Es 9; Man; Ps; 3 Mac 1; Ps 96; Pro 29","106"
"2027-06-14","3 Mac 2-4; Ps 97; Pro 30","84"
"2027-06-15","3 Mac 5-7; 2 Esd 1; Ps 98; Pro 31","155"
"2027-06-16","2 Esd 2-5; Ps 99; Pro 1","192"
"2027-06-17","2 Esd 6-9; Ps 100; Pro 2","239"
"2027-06-18","2 Esd 10-13; Ps 101; Pro 3","214"
"2027-06-19","2 Esd 14-16; Ps 102; Pro 4","189"
"2027-06-20","4 Mac 1-4; Ps 103; Pro 5","105"
"2027-06-21","4 Mac 5-8; Ps 104; Pro 6","125"
"2027-06-22","4 Mac 9-12; Ps 105; Pro 7","99"
"2027-06-23","4 Mac 13-15; Ps 106; Pro 8","79"
"2027-06-24","4 Mac 16-18; Mat 1; Ps 107; Pro 9","98"
"2027-06-25","Mat 2-5; Ps 108; Pro 10","113"
"2027-06-26","Mat 6-9; Ps 109; Pro 11","135"
"2027-06-27","Mat 10-13; Ps 110; Pro 12","180"
"2027-06-28","Mat 14-16; Ps 111; Pro 13","103"
"2027-06-29","Mat 17-20; Ps 112; Pro 14","126"
"2027-06-30","Mat 21-24; Ps 113; Pro 15","182"
"2027-07-01","Mat 25-28; Ps 114; Pro 16","207"
"2027-07-02","Mk 1-4; Ps 115; Pro 17","149"
"2027-07-03","Mk 5-7; Ps 116; Pro 18","136"
"2027-07-04","Mk 8-11; Ps 117; Pro 19","173"
"2027-07-05","Mk 12-15; Ps 118; Pro 20","200"
"2027-07-06","Mk 16; Luk 1-3; Ps 119; Pro 21","190"
"2027-07-07","Luk 4-7; Ps 120; Pro 22","182"
"2027-07-08","Luk 8-10; Ps 121; Pro 23","160"
"2027-07-09","Luk 11-14; Ps 122; Pro 24","183"
"2027-07-10","Luk 15-18; Ps 123; Pro 25","143"
"2027-07-11","Luk 19-22; Ps 124; Pro 26","204"
"2027-07-12","Luk 23-24; John 1-2; Ps 125; Pro 27","185"
"2027-07-13","John 3-5; Ps 126; Pro 28","137"
"2027-07-14","John 6-9; Ps 127; Pro 29","224"
"2027-07-15","John 10-13; Ps 128; Pro 30","187"
"2027-07-16","John 14-17; Ps 129; Pro 31","117"
"2027-07-17","John 18-21; Ps 130; Pro 1","138"
"2027-07-18","Acts 1-3; Ps 131; Pro 2","99"
"2027-07-19","Acts 4-7; Ps 132; Pro 3","154"
"2027-07-20","Acts 8-11; Ps 133; Pro 4","161"
"2027-07-21","Acts 12-15; Ps 134; Pro 5","146"
"2027-07-22","Acts 16-19; Ps 135; Pro 6","143"
"2027-07-23","Acts 20-22; Ps 136; Pro 7","108"
"2027-07-24","Acts 23-26; Ps 137; Pro 8","121"
"2027-07-25","Acts 27-28; Rom 1-2; Ps 138; Pro 9","136"
"2027-07-26","Rom 3-6; Ps 139; Pro 10","100"
"2027-07-27","Rom 7-10; Ps 140; Pro 11","118"
"2027-07-28","Rom 11-13; Ps 141; Pro 12","71"
"2027-07-29","Rom 14-16; 1 Co 1; Ps 142; Pro 13","114"
"2027-07-30","1 Co 2-5; Ps 143; Pro 14","73"
"2027-07-31","1 Co 6-9; Ps 144; Pro 15","100"
"2027-08-01","1 Co 10-13; Ps 145; Pro 16","111"
"2027-08-02","1 Co 14-16; Ps 146; Pro 17","122"
"2027-08-03","2 Co 1-4; Ps 147; Pro 18","77"
"2027-08-04","2 Co 5-8; Ps 148; Pro 19","79"
"2027-08-05","2 Co 9-12; Ps 149; Pro 20","87"
"2027-08-06","2 Co 13; Gal 1-3; Ps 150; Pro 21","88"
"2027-08-07","Gal 4-6; Ps 1; Pro 22","75"
"2027-08-08","Eph 1-4; Ps 2; Pro 23","98"
"2027-08-09","Eph 5-6; Phil 1-2; Ps 3; Pro 24","117"
"2027-08-10","Phil 3-4; Col 1-2; Ps 4; Pro 25","96"
"2027-08-11","Col 3-4; 1 Th 1-2; Ps 5; Pro 26","73"
"2027-08-12","1 Th 3-5; Ps 6; Pro 27","59"
"2027-08-13","2 Th 1-3; 1 Ti 1; Ps 7; Pro 28","67"
"2027-08-14","1 Ti 2-5; Ps 8; Pro 29","72"
"2027-08-15","1 Ti 6; 2 Ti 1-3; Ps 9; Pro 30","82"
"2027-08-16","2 Ti 4; Tit 1-3; Ps 10; Pro 31","68"
"2027-08-17","Phlm; Heb 1-2; Ps 11; Pro 1","57"
"2027-08-18","Heb 3-6; Ps 12; Pro 2","69"
"2027-08-19","Heb 7-10; Ps 13; Pro 3","108"
"2027-08-20","Heb 11-13; Jam 1; Ps 14; Pro 4","121"
"2027-08-21","Jam 2-5; Ps 15; Pro 5","81"
"2027-08-22","1 Pe 1-3; Ps 16; Pro 6","72"
"2027-08-23","1 Pe 4-5; 2 Pe 1-2; Ps 17; Pro 7","76"
"2027-08-24","2 Pe 3; 1 Jn 1-3; Ps 18; Pro 8","81"
"2027-08-25","1 Jn 4-5; 2 Jn; 3 Jn; Ps 19; Pro 9","69"
"2027-08-26","Jude; Rev 1-3; Ps 20; Pro 10","96"
"2027-08-27","Rev 4-6; Ps 21; Pro 11","42"
"2027-08-28","Rev 7-10; Ps 22; Pro 12","62"
"2027-08-29","Rev 11-14; Ps 23; Pro 13","74"
"2027-08-30","Rev 15-18; Ps 24; Pro 14","71"
"2027-08-31","Rev 19-22; Ps 25; Pro 15","83"
