"Date","Passage"
"2026-11-05","Lev 2-3; John 10; Ps 66; Pro 4","75"
"2026-11-06","Lev 4-5; Luk 10; Ps 67; Pro 5","96"
"2026-11-07","Lev 6-7; Ps 68; Pro 6","68"
"2026-11-08","Lev 8-9; Luk 12; Ps 69; Pro 7","119"
"2026-11-09","Lev 10-11; Luk 13; Ps 70; Pro 8","102"
"2026-11-10","Lev 12-13; Ps 71; Pro 9","67"
"2026-11-11","Lev 14-15; Luk 14; Ps 72; Pro 10","125"
"2026-11-12","Lev 16-17; Luk 15; Ps 73; Pro 11","82"
"2026-11-13","Lev 18-19; Ps 74; Pro 12","67"
"2026-11-14","Lev 20-21; Luk 16; Ps 75; Pro 13","82"
"2026-11-15","Lev 22-23; Luk 17; Ps 76; Pro 14","114"
"2026-11-16","Lev 24-25; John 11; Ps 77; Pro 15","135"
"2026-11-17","Lev 26-27; Ps 78; Pro 16","80"
"2026-11-18","Num 1-2; Luk 18; Ps 79; Pro 17","131"
"2026-11-19","Num 3-4; Mat 19; Ps 80; Pro 18","130"
"2026-11-20","Num 5-6; Ps 81; Pro 19","58"
"2026-11-21","Num 7-9; Mk 10; Ps 82; Pro 20","190"
"2026-11-22","Num 10-11; Mat 20; Ps 83; Pro 21","105"
"2026-11-23","Num 12-13; Mat 21; Ps 84; Pro 22","95"
"2026-11-24","Num 14-15; Ps 85; Pro 23","86"
"2026-11-25","Num 16-17; Luk 19; Ps 86; Pro 24","111"
"2026-11-26","Num 18-19; Mk 11; Ps 87; Pro 25","87"
"2026-11-27","Num 20-21; Ps 88; Pro 26","64"
"2026-11-28","Num 22-23; John 12; Ps 89; Pro 27","121"
"2026-11-29","Num 24-25; Mat 22; Ps 90; Pro 28","89"
"2026-11-30","Num 26-27; Mk 12; Ps 91; Pro 29","132"
"2026-12-01","Num 28-29; Ps 92; Pro 30","71"
"2026-12-02","Num 30-31; Mat 23; Ps 93; Pro 31","109"
"2026-12-03","Num 32-33; Luk 20; Ps 94; Pro 1","145"
"2026-12-04","Num 34-35; Ps 95; Pro 2","63"
"2026-12-05","Num 36; Deut 1; Luk 21; Ps 96; Pro 3","97"
"2026-12-06","Deut 2-3; Mk 13; Ps 97; Pro 4","103"
"2026-12-07","Deut 4-5; Mat 24; Ps 98; Pro 5","133"
"2026-12-08","Deut 6-7; Ps 99; Pro 6","51"
"2026-12-09","Deut 8-9; Mat 25; Ps 100; Pro 7","95"
"2026-12-10","Deut 10-11; Mat 26; Ps 101; Pro 8","129"
"2026-12-11","Deut 12-14; Ps 102; Pro 9","79"
"2026-12-12","Deut 15-16; Mk 14; Ps 103; Pro 10","117"
"2026-12-13","Deut 17-18; Luk 22; Ps 104; Pro 11","113"
"2026-12-14","Deut 19-20; John 13; Ps 105; Pro 12","79"
"2026-12-15","Deut 21-22; Ps 106; Pro 13","53"
"2026-12-16","Deut 23-24; John 14; Ps 107; Pro 14","78"
"2026-12-17","Deut 25-26; John 15; Ps 108; Pro 15","65"
"2026-12-18","Deut 27-28; Ps 109; Pro 16","94"
"2026-12-19","Deut 29-30; John 16; Ps 110; Pro 17","82"
"2026-12-20","Deut 31-32; John 17; Ps 111; Pro 18","108"
"2026-12-21","Deut 33-34; Mat 27; Ps 112; Pro 19","107"
"2026-12-22","Josh 1-2; Ps 113; Pro 20","42"
"2026-12-23","Josh 3-4; Mk 15; Ps 114; Pro 21","88"
"2026-12-24","Josh 5-6; Luk 23; Ps 115; Pro 22","98"
"2026-12-25","Josh 7-8; Ps 116; Pro 23","61"
"2026-12-26","Josh 9-10; John 18; Ps 117; Pro 24","110"
"2026-12-27","Josh 11-12; John 19; Ps 118; Pro 25","89"
"2026-12-28","Josh 13-14; Mat 28; Ps 119; Pro 26","68"
"2026-12-29","Josh 15-16; Ps 120; Pro 27","73"
"2026-12-30","Josh 17-18; Mk 16; Ps 121; Pro 28","66"
"2026-12-31","Josh 19-21; Luk 24; Ps 122; Pro 29","158"
"2027-01-01","Josh 22-23; Ps 123; Pro 30","50"
"2027-01-02","Josh 24; Jdg 1; John 20; Ps 124; Pro 31","100"
"2027-01-03","Jdg 2-3; John 21; Ps 125; Pro 1","79"
"2027-01-04","Jdg 4-5; Acts 1; Ps 126; Pro 2","81"
"2027-01-05","Jdg 6-7; Ps 127; Pro 3","65"
"2027-01-06","Jdg 8-9; Acts 2; Ps 128; Pro 4","139"
"2027-01-07","Jdg 10-11; Acts 3; Ps 129; Pro 5","84"
"2027-01-08","Jdg 12-13; Ps 130; Pro 6","40"
"2027-01-09","Jdg 14-15; Acts 4; Ps 131; Pro 7","77"
"2027-01-10","Jdg 16-17; Acts 5; Ps 132; Pro 8","86"
"2027-01-11","Jdg 18-19; Acts 6; Ps 133; Pro 9","76"
"2027-01-12","Jdg 20-21; Ps 134; Pro 10","73"
"2027-01-13","Rut 1-2; Acts 7; Ps 135; Pro 11","105"
"2027-01-14","Rut 3-4; Acts 8; Ps 136; Pro 12","80"
"2027-01-15","1 Sa 1-2; Ps 137; Pro 13","64"
"2027-01-16","1 Sa 3-4; Acts 9; Ps 138; Pro 14","86"
"2027-01-17","1 Sa 5-6; Acts 10; Ps 139; Pro 15","81"
"2027-01-18","1 Sa 7-8; Acts 11; Ps 140; Pro 16","69"
"2027-01-19","1 Sa 9-10; Ps 141; Pro 17","54"
"2027-01-20","1 Sa 11-13; Acts 12; Ps 142; Pro 18","88"
"2027-01-21","1 Sa 14-15; Acts 13; Ps 143; Pro 19","139"
"2027-01-22","1 Sa 16-17; Ps 144; Pro 20","81"
"2027-01-23","1 Sa 18-19; Acts 14; Ps 145; Pro 21","82"
"2027-01-24","1 Sa 20-21; Jam 1; Ps 146; Pro 22","84"
"2027-01-25","1 Sa 22-23; Ps 147; Pro 23","52"
"2027-01-26","1 Sa 24-25; Jam 2; Ps 148; Pro 24","92"
"2027-01-27","1 Sa 26-27; Jam 3; Ps 149; Pro 25","55"
"2027-01-28","1 Sa 28-29; Jam 4; Ps 150; Pro 26","53"
"2027-01-29","1 Sa 30-31; Ps 1; Pro 27","44"
"2027-01-30","2 Sa 1-2; Jam 5; Ps 2; Pro 28","79"
"2027-01-31","2 Sa 3-4; Acts 15; Ps 3; Pro 29","92"
"2027-02-01","1 Chr 1-2; Ps 4; Pro 30","109"
"2027-02-02","1 Chr 3-4; Acts 16; Ps 5; Pro 31","107"
"2027-02-03","1 Chr 5-6; Gal 1; Ps 6; Pro 1","131"
"2027-02-04","1 Chr 7-8; Gal 2; Ps 7; Pro 2","101"
"2027-02-05","1 Chr 9-10; Ps 8; Pro 3","58"
"2027-02-06","2 Sa 5; 1 Chr 11; Gal 3; Ps 9; Pro 4","101"
"2027-02-07","1 Chr 12-13; Gal 4; Ps 10; Pro 5","85"
"2027-02-08","1 Chr 14-15; Ps 11; Pro 6","46"
"2027-02-09","1 Chr 16; 2 Sa 6; Gal 5; Ps 12; Pro 7","92"
"2027-02-10","2 Sa 7; 1 Chr 17; 2 Sa 8; Gal 6; Ps 13; Pro 8","92"
"2027-02-11","2 Sa 9; 1 Chr 18; Acts 17; Ps 14; Pro 9","64"
"2027-02-12","2 Sa 10; 1 Chr 19; Ps 15; Pro 10","38"
"2027-02-13","2 Sa 11-12; 1 Th 1; Ps 16; Pro 11","68"
"2027-02-14","1 Chr 20; 2 Sa 13; 1 Th 2; Ps 17; Pro 12","67"
"2027-02-15","2 Sa 14-15; Ps 18; Pro 13","70"
"2027-02-16","2 Sa 16-17; 1 Th 3; Ps 19; Pro 14","65"
"2027-02-17","2 Sa 18-19; 1 Th 4; Ps 20; Pro 15","94"
"2027-02-18","2 Sa 20-21; 1 Th 5; Ps 21; Pro 16","76"
"2027-02-19","2 Sa 22-23; Ps 22; Pro 17","90"
"2027-02-20","2 Sa 24; 1 Chr 21; 2 Th 1; Ps 23; Pro 18","67"
"2027-02-21","1 Chr 22-23; 2 Th 2; Ps 24; Pro 19","68"
"2027-02-22","1 Chr 24-25; Ps 25; Pro 20","62"
"2027-02-23","1 Chr 26-27; 2 Th 3; Ps 26; Pro 21","84"
"2027-02-24","1 Chr 28-29; Acts 18; Ps 27; Pro 22","79"
"2027-02-25","1 Kgs 1-2; Acts 19; Ps 28; Pro 23","140"
"2027-02-26","1 Kgs 3-4; Ps 29; Pro 24","62"
"2027-02-27","2 Chr 1; Sos 1; 1 Co 1; Ps 30; Pro 25","65"
"2027-02-28","Sos 2-3; 1 Co 2; Ps 31; Pro 26","44"
"2027-03-01","Sos 4-5; Ps 32; Pro 27","32"
"2027-03-02","Sos 6-8; 1 Co 3; Ps 33; Pro 28","63"
"2027-03-03","1 Kgs 5-6; 1 Co 4; Ps 34; Pro 29","77"
"2027-03-04","2 Chr 2-3; 1 Co 5; Ps 35; Pro 30","48"
"2027-03-05","1 Kgs 7; 2 Chr 4; Ps 36; Pro 31","73"
"2027-03-06","1 Kgs 8; 2 Chr 5; 1 Co 6; Ps 37; Pro 1","100"
"2027-03-07","2 Chr 6-7; 1 Co 7; Ps 38; Pro 2","104"
"2027-03-08","1 Kgs 9; 2 Chr 8; Ps 39; Pro 3","46"
"2027-03-09","Ecc 1-2; 1 Co 8; Ps 40; Pro 4","57"
"2027-03-10","Ecc 3-4; 1 Co 9; Ps 41; Pro 5","65"
"2027-03-11","Ecc 5-6; 1 Co 10; Ps 42; Pro 6","65"
"2027-03-12","Ecc 7-8; Ps 43; Pro 7","46"
"2027-03-13","Ecc 9-10; 1 Co 11; Ps 44; Pro 8","72"
"2027-03-14","Ecc 11-12; 1 Co 12; Ps 45; Pro 9","55"
"2027-03-15","1 Kgs 10-11; Ps 46; Pro 10","72"
"2027-03-16","2 Chr 9; 1 Kgs 12; 1 Co 13; Ps 47; Pro 11","77"
"2027-03-17","1 Kgs 13-14; 1 Co 14; Ps 48; Pro 12","105"
"2027-03-18","2 Chr 10-11; 1 Co 15; Ps 49; Pro 13","100"
"2027-03-19","2 Chr 12; 1 Kgs 15; Ps 50; Pro 14","50"
"2027-03-20","2 Chr 13-14; 1 Co 16; Ps 51; Pro 15","61"
"2027-03-21","2 Chr 15-16; 2 Co 1; Ps 52; Pro 16","57"
"2027-03-22","1 Kgs 16; 2 Chr 17; 1 Kgs 17; Ps 53; Pro 17","77"
"2027-03-23","1 Kgs 18-19; 2 Co 2; Ps 54; Pro 18","84"
"2027-03-24","1 Kgs 20-21; 2 Co 3; Ps 55; Pro 19","90"
"2027-03-25","1 Kgs 22; 2 Chr 18; 2 Co 4; Ps 56; Pro 20","105"
"2027-03-26","2 Chr 19-20; Ps 57; Pro 21","48"
"2027-03-27","2 Chr 21-22; 2 Co 5; Ps 58; Pro 22","53"
"2027-03-28","2 Chr 23; Oba; 2 Co 6; Ps 59; Pro 23","60"
"2027-03-29","2 Kgs 1-2; Ps 60; Pro 24","43"
"2027-03-30","2 Kgs 3-4; 2 Co 7; Ps 61; Pro 25","87"
"2027-03-31","2 Kgs 5-6; 2 Co 8; Ps 62; Pro 26","84"
"2027-04-01","2 Kgs 7-8; 2 Co 9; Ps 63; Pro 27","64"
"2027-04-02","2 Kgs 9-10; Ps 64; Pro 28","73"
"2027-04-03","2 Kgs 11-12; 2 Co 10; Ps 65; Pro 29","60"
"2027-04-04","2 Kgs 13; 2 Chr 24; 2 Co 11; Ps 66; Pro 30","85"
"2027-04-05","2 Kgs 14; 2 Chr 25; Ps 67; Pro 31","57"
"2027-04-06","Jon 1-2; 2 Co 12; Ps 68; Pro 1","48"
"2027-04-07","Jon 3-4; 2 Co 13; Ps 69; Pro 2","35"
"2027-04-08","2 Kgs 15; 2 Chr 26; Ps 70; Pro 3","61"
"2027-04-09","Isa 1-2; Rom 1; Ps 71; Pro 4","85"
"2027-04-10","Isa 3-4; Rom 2; Ps 72; Pro 5","61"
"2027-04-11","Isa 5-6; Rom 3; Ps 73; Pro 6","74"
"2027-04-12","Isa 7-8; Amo 1; Ps 74; Pro 7","62"
"2027-04-13","Amo 2-3; Rom 4; Ps 75; Pro 8","56"
"2027-04-14","Amo 4-5; Rom 5; Ps 76; Pro 9","61"
"2027-04-15","Amo 6-7; Ps 77; Pro 10","31"
"2027-04-16","Amo 8-9; Rom 6; Ps 78; Pro 11","52"
"2027-04-17","2 Chr 27; Isa 9; Rom 7; Ps 79; Pro 12","55"
"2027-04-18","Isa 10-11; Rom 8; Ps 80; Pro 13","89"
"2027-04-19","Isa 12; Mic 1; Ps 81; Pro 14","22"
"2027-04-20","Mic 2-3; Rom 9; Ps 82; Pro 15","58"
"2027-04-21","Mic 4-5; Rom 10; Ps 83; Pro 16","49"
"2027-04-22","Mic 6-7; Ps 84; Pro 17","36"
"2027-04-23","2 Chr 28; 2 Kgs 16; Rom 11; Ps 85; Pro 18","83"
"2027-04-24","2 Kgs 17; Isa 13; Rom 12; Ps 86; Pro 19","84"
"2027-04-25","Isa 14-15; Rom 13; Ps 87; Pro 20","55"
"2027-04-26","Isa 16-17; Ps 88; Pro 21","28"
"2027-04-27","Isa 18-19; Rom 14; Ps 89; Pro 22","55"
"2027-04-28","Isa 20-21; Rom 15; Ps 90; Pro 23","56"
"2027-04-29","Isa 22-23; Ps 91; Pro 24","43"
"2027-04-30","Isa 24-25; Rom 16; Ps 92; Pro 25","62"
"2027-05-01","Isa 26-27; Acts 20; Ps 93; Pro 26","72"
"2027-05-02","2 Kgs 18; 2 Chr 29-30; Acts 21; Ps 94; Pro 27","140"
"2027-05-03","2 Chr 31; Hos 1; Ps 95; Pro 28","32"
"2027-05-04","Hos 2-3; Acts 22; Ps 96; Pro 29","58"
"2027-05-05","Hos 4-5; Acts 23; Ps 97; Pro 30","69"
"2027-05-06","Hos 6-7; Ps 98; Pro 31","27"
"2027-05-07","Hos 8-9; Acts 24; Ps 99; Pro 1","58"
"2027-05-08","Hos 10-11; Acts 25; Ps 100; Pro 2","54"
"2027-05-09","Hos 12-13; Acts 26; Ps 101; Pro 3","62"
"2027-05-10","Hos 14; Isa 28; Ps 102; Pro 4","38"
"2027-05-11","Isa 29-30; Acts 27; Ps 103; Pro 5","101"
"2027-05-12","Isa 31-32; Acts 28; Ps 104; Pro 6","60"
"2027-05-13","Isa 33-34; Ps 105; Pro 7","41"
"2027-05-14","Isa 35-36; Col 1; Ps 106; Pro 8","61"
"2027-05-15","Isa 37-38; Col 2; Ps 107; Pro 9","83"
"2027-05-16","Isa 39-40; Col 3; Ps 108; Pro 10","64"
"2027-05-17","Isa 41-42; Ps 109; Pro 11","54"
"2027-05-18","Isa 43-44; Col 4; Ps 110; Pro 12","74"
"2027-05-19","Isa 45-46; Phlm; Ps 111; Pro 13","63"
"2027-05-20","Isa 47-48; Ps 112; Pro 14","37"
"2027-05-21","2 Kgs 19; Isa 49; Eph 1; Ps 113; Pro 15","86"
"2027-05-22","Isa 50-52; Eph 2; Ps 114; Pro 16","71"
"2027-05-23","Isa 53-54; Eph 3; Ps 115; Pro 17","50"
"2027-05-24","Isa 55-56; Ps 116; Pro 18","25"
"2027-05-25","Isa 57-58; Eph 4; Ps 117; Pro 19","67"
"2027-05-26","Isa 59-60; Eph 5; Ps 118; Pro 20","76"
"2027-05-27","Isa 61-62; Ps 119; Pro 21","23"
"2027-05-28","Isa 63-64; Eph 6; Ps 120; Pro 22","55"
"2027-05-29","Isa 65-66; Phil 1; Ps 121; Pro 23","79"
"2027-05-30","2 Kgs 20-21; Phil 2; Ps 122; Pro 24","77"
"2027-05-31","2 Chr 32-33; Ps 123; Pro 25","58"
"2027-06-01","Nah 1-2; Phil 3; Ps 124; Pro 26","49"
"2027-06-02","Nah 3; 2 Kgs 22; Phil 4; Ps 125; Pro 27","62"
"2027-06-03","2 Kgs 23; 2 Chr 34; Ps 126; Pro 28","70"
"2027-06-04","2 Chr 35; Zep 1; 1 Ti 1; Ps 127; Pro 29","65"
"2027-06-05","Zep 2-3; 1 Ti 2; Ps 128; Pro 30","50"
"2027-06-06","Jer 1-2; 1 Ti 3; Ps 129; Pro 31","72"
"2027-06-07","Jer 3-4; Ps 130; Pro 1","56"
"2027-06-08","Jer 5-6; 1 Ti 4; Ps 131; Pro 2","77"
"2027-06-09","Jer 7-8; 1 Ti 5; Ps 132; Pro 3","81"
"2027-06-10","Jer 9-10; Ps 133; Pro 4","51"
"2027-06-11","Jer 11-13; 1 Ti 6; Ps 134; Pro 5","88"
"2027-06-12","Jer 14-15; Tit 1; Ps 135; Pro 6","59"
"2027-06-13","Jer 16-17; Tit 2; Ps 136; Pro 7","63"
"2027-06-14","Jer 18-19; Ps 137; Pro 8","38"
"2027-06-15","Jer 20-21; Tit 3; Ps 138; Pro 9","47"
"2027-06-16","Jer 22-23; 1 Pe 1; Ps 139; Pro 10","95"
"2027-06-17","Jer 24-25; Ps 140; Pro 11","48"
"2027-06-18","Jer 26-27; 1 Pe 2; Ps 141; Pro 12","71"
"2027-06-19","Jer 28-29; 1 Pe 3; Ps 142; Pro 13","71"
"2027-06-20","Jer 30-31; Ps 143; Pro 14","64"
"2027-06-21","Jer 32-33; 1 Pe 4; Ps 144; Pro 15","89"
"2027-06-22","Jer 34-35; 1 Pe 5; Ps 145; Pro 16","55"
"2027-06-23","Jer 36-37; Heb 1; Ps 146; Pro 17","67"
"2027-06-24","Jer 38-39; Ps 147; Pro 18","46"
"2027-06-25","Jer 40; 2 Kgs 24; Heb 2; Ps 148; Pro 19","54"
"2027-06-26","2 Kgs 25; 2 Chr 36; Heb 3; Ps 149; Pro 20","72"
"2027-06-27","Hab 1-2; Ps 150; Pro 21","37"
"2027-06-28","Hab 3; Jer 41; Heb 4; Ps 1; Pro 22","53"
"2027-06-29","Jer 42-43; Heb 5; Ps 2; Pro 23","49"
"2027-06-30","Jer 44-45; Heb 6; Ps 3; Pro 24","55"
"2027-07-01","Jer 46-47; Ps 4; Pro 25","35"
"2027-07-02","Jer 48-50; Heb 7; Ps 5; Pro 26","160"
"2027-07-03","Jer 51-52; Heb 8; Ps 6; Pro 27","111"
"2027-07-04","Lam 1-2; Ps 7; Pro 28","44"
"2027-07-05","Lam 3-4; Heb 9; Ps 8; Pro 29","116"
"2027-07-06","Lam 5; Eze 1; Heb 10; Ps 9; Pro 30","89"
"2027-07-07","Eze 2-3; Heb 11; Ps 10; Pro 31","77"
"2027-07-08","Eze 4-5; Ps 11; Pro 1","34"
"2027-07-09","Eze 6-7; Heb 12; Ps 12; Pro 2","70"
"2027-07-10","Eze 8-9; Heb 13; Ps 13; Pro 3","54"
"2027-07-11","Eze 10-11; Ps 14; Pro 4","47"
"2027-07-12","Eze 12-13; 2 Ti 1; Ps 15; Pro 5","69"
"2027-07-13","Eze 14-15; 2 Ti 2; Ps 16; Pro 6","57"
"2027-07-14","Eze 16-17; 2 Ti 3; Ps 17; Pro 7","104"
"2027-07-15","Eze 18-19; Ps 18; Pro 8","46"
"2027-07-16","Eze 20-21; 2 Ti 4; Ps 19; Pro 9","103"
"2027-07-17","Eze 22-23; 2 Pe 1; Ps 20; Pro 10","101"
"2027-07-18","Eze 24-25; Ps 21; Pro 11","44"
"2027-07-19","Eze 26-27; 2 Pe 2; Ps 22; Pro 12","79"
"2027-07-20","Eze 28-29; 2 Pe 3; Ps 23; Pro 13","65"
"2027-07-21","Eze 30-31; Jude; Ps 24; Pro 14","69"
"2027-07-22","Eze 32-34; Ps 25; Pro 15","96"
"2027-07-23","Eze 35-36; 1 Jn 1; Ps 26; Pro 16","63"
"2027-07-24","Eze 37-38; 1 Jn 2; Ps 27; Pro 17","80"
"2027-07-25","Eze 39-40; Ps 28; Pro 18","78"
"2027-07-26","Eze 41-42; 1 Jn 3; Ps 29; Pro 19","70"
"2027-07-27","Eze 43-44; 1 Jn 4; Ps 30; Pro 20","79"
"2027-07-28","Eze 45-46; 1 Jn 5; Ps 31; Pro 21","70"
"2027-07-29","Eze 47-48; Ps 32; Pro 22","58"
"2027-07-30","Joe 1-2; 2 Jn; Ps 33; Pro 23","65"
"2027-07-31","Joe 3; Dan 1; 3 Jn; Ps 34; Pro 24","56"
"2027-08-01","Dan 2-3; Ps 35; Pro 25","79"
"2027-08-02","Dan 4-5; Rev 1; Ps 36; Pro 26","88"
"2027-08-03","Dan 6-7; Rev 2; Ps 37; Pro 27","85"
"2027-08-04","Dan 8-9; Rev 3; Ps 38; Pro 28","76"
"2027-08-05","Dan 10-11; Ps 39; Pro 29","66"
"2027-08-06","Dan 12; Ezr 1; Rev 4; Ps 40; Pro 30","35"
"2027-08-07","Ezr 2-3; Rev 5; Ps 41; Pro 31","97"
"2027-08-08","Ezr 4-5; Ps 42; Pro 1","41"
"2027-08-09","Ezr 6; Hag 1; Rev 6; Ps 43; Pro 2","54"
"2027-08-10","Hag 2; Zec 1; Rev 7; Ps 44; Pro 3","61"
"2027-08-11","Zec 2-4; Rev 8; Ps 45; Pro 4","50"
"2027-08-12","Zec 5-6; Ps 46; Pro 5","26"
"2027-08-13","Zec 7-8; Rev 9; Ps 47; Pro 6","58"
"2027-08-14","Zec 9-10; Rev 10; Ps 48; Pro 7","40"
"2027-08-15","Zec 11-12; Ps 49; Pro 8","31"
"2027-08-16","Zec 13-14; Rev 11; Ps 50; Pro 9","49"
"2027-08-17","Est 1-2; Rev 12; Ps 51; Pro 10","62"
"2027-08-18","Est 3-4; Rev 13; Ps 52; Pro 11","50"
"2027-08-19","Est 5-6; Ps 53; Pro 12","28"
"2027-08-20","Est 7-8; Rev 14; Ps 54; Pro 13","47"
"2027-08-21","Est 9-10; Rev 15; Ps 55; Pro 14","43"
"2027-08-22","Ezr 7-8; Ps 56; Pro 15","64"
"2027-08-23","Ezr 9-10; Rev 16; Ps 57; Pro 16","80"
"2027-08-24","Neh 1-2; Rev 17; Ps 58; Pro 17","49"
"2027-08-25","Neh 3-4; Rev 18; Ps 59; Pro 18","79"
"2027-08-26","Neh 5-6; Ps 60; Pro 19","38"
"2027-08-27","Neh 7-8; Rev 19; Ps 61; Pro 20","112"
"2027-08-28","Neh 9-10; Rev 20; Ps 62; Pro 21","92"
"2027-08-29","Neh 11-12; Ps 63; Pro 22","83"
"2027-08-30","Neh 13; Mal 1; Rev 21; Ps 64; Pro 23","72"
"2027-08-31","Mal 2-4; Rev 22; Ps 65; Pro 24","61"
